Trade Date,Maturity Date,Tenor,Face Value (GHS),Coupon Rate(%),AVG Price(%),Settlement Amount (GHS)
19/06/2020,25/03/2024,24s,75447,19.75,105.69,83055.77
19/06/2020,15/03/1932,32s,18873000,19.75,93.93,18557595.92
19/06/2020,25/07/2022,22s,1272208,18.25,102.18,1391821.66
19/06/2020,21/09/2020,20s,4628253,18.25,101.43,4898466.67
19/06/2020,13/11/2020,20s,50165,6.25,100.51,50735.38
19/06/2020,28/11/2022,22s,5254629,17.6,100.83,5344159.86
19/06/2020,06/02/2023,23s,9242,16.5,92.97,9136.7
19/06/2020,22/03/2021,21s,97539,16.5,100.27,101688.32
19/06/2020,07/04/2025,25s,355750,16.25,89.94,330613.16
19/06/2020,17/05/2021,21s,2623970,16.25,101.5,2700686.77
19/06/2020,28/06/2021,21s,645137,17.5,97.35,681367.45
19/06/2020,26/07/2021,21s,3215644,18,101.44,3490863.96
19/06/2020,18/10/2021,21s,2870641,19.5,104.1,3080599.56
19/06/2020,03/01/2022,22s,415000,20,103.78,468323.39
19/06/2020,27/01/2025,25s,9425124,21,105.56,10694117.27
19/06/2020,15/04/2024,24s,16581506,19.75,100.97,17282464.53
19/06/2020,08/07/2024,24s,12101338,19.5,100.83,13226564.66
19/06/2020,16/01/2023,23s,10943955,20.75,104.89,12420742.2
19/06/2020,06/03/2023,23s,3812644,20.75,104.35,4200341.8
19/06/2020,17/04/2023,23s,100000,19,99.91,103037.97
19/06/2020,29/05/2023,23s,5812306,18.85,100.65,5904128.03
22/06/2020,29/11/2021,21s,9000000,23,101.84,9301799.59
22/06/2020,29/12/1931,ESLA/31,22177852,20.5,84.92,20843899.28
22/06/2020,17/08/2020,20s,1400,17.5,105.47,1561.39
22/06/2020,23/11/2020,20s,2028018,24,102.9,2124324.3
22/06/2020,01/03/2021,21s,9714,24.75,105.81,11018.61
22/06/2020,02/11/2026,26s,1208094,19,98.48,1216257.52
22/06/2020,25/03/2024,24s,1970000,19.75,101.19,2083142.86
22/06/2020,15/03/1932,32s,10000000,19.75,95.32,9988009.23
22/06/2020,25/07/2022,22s,58894,18.25,102.24,64556.71
22/06/2020,21/09/2020,20s,3744945,18.25,100.54,3936045.8
22/06/2020,28/11/2022,22s,53750283,17.6,100.76,54706726.1
22/06/2020,06/02/2023,23s,98108,16.5,101.93,105916.26
22/06/2020,22/03/2021,21s,7863813,16.5,100.26,8208751.29
22/06/2020,07/04/2025,25s,163658,16.25,87.67,148669.78
22/06/2020,17/05/2021,21s,6337,16.25,99.56,6408.42
22/06/2020,18/10/2021,21s,370000,19.5,105.77,403830.95
22/06/2020,03/01/2022,22s,8700000,20,104.16,9864762.02
22/06/2020,27/01/2025,25s,1025752,21,105.5,1164978.82
22/06/2020,15/04/2024,24s,17309934,19.75,101.14,18099472.28
22/06/2020,11/06/2029,29s,15000000,19.8,99.59,14938290
22/06/2020,08/07/2024,24s,5869970,19.5,100.36,6397450.14
22/06/2020,10/07/1934,34s,20000000,20,96.09,20834264.62
22/06/2020,01/08/1939,39s,2142620,20.2,98.12,2244462.98
22/06/2020,16/01/2023,23s,15432453,20.75,104.17,17430611.88
22/06/2020,06/03/2023,23s,452200,20.75,103.04,493005.58
22/06/2020,17/03/2025,25s,472951,21.7,100.29,499999.07
22/06/2020,29/05/2023,23s,309521,18.85,103.94,325074.12
23/06/2020,23/10/2024,ESLA/24,133801,19,96.78,133338.96
23/06/2020,27/10/2027,ESLA/27,181799,19.5,97.97,182775.95
23/06/2020,29/12/1931,ESLA/31,16960059,20.5,85.8,16099525.46
23/06/2020,17/08/2020,20s,1515222,17.5,100.28,1612016.07
23/06/2020,23/11/2020,20s,9151688,24,104.1,9701846.06
23/06/2020,01/03/2021,21s,1513239,24.75,108.67,1760709.08
23/06/2020,02/11/2026,26s,22238322,19,99.77,22686841.67
23/06/2020,25/07/2022,22s,412718,18.25,110.68,487406.2
23/06/2020,21/09/2020,20s,1313335,18.25,105,1439631.24
23/06/2020,28/11/2022,22s,30657417,17.6,100.96,31279359.26
23/06/2020,22/03/2021,21s,1520544,16.5,100.6,1593105.15
23/06/2020,07/04/2025,25s,31272,16.25,95.93,30991.35
23/06/2020,17/05/2021,21s,1523889,16.25,101.66,1573661.8
23/06/2020,29/05/2028,28s,1158018,17.5,94.4,1101520.38
23/06/2020,28/06/2021,21s,236520,17.5,103.67,265221.21
23/06/2020,26/07/2021,21s,20000,18,100.9,21644.72
23/06/2020,18/10/2021,21s,497310,19.5,105.37,541071.53
23/06/2020,03/01/2022,22s,33407,20,108.77,39438.69
23/06/2020,27/01/2025,25s,10500000,21,105.04,11883173.11
23/06/2020,15/04/2024,24s,480000,19.75,101.56,504133.57
23/06/2020,23/05/2022,22s,32667,19.7,107.09,35495.77
23/06/2020,11/06/2029,29s,402275,19.8,100.2,403315.27
23/06/2020,08/07/2024,24s,22392347,19.5,101.73,24722009.25
23/06/2020,10/07/1934,34s,20021939,20,96.32,20914267.55
23/06/2020,01/08/1939,39s,1195553,20.2,97.99,1251159.85
23/06/2020,16/01/2023,23s,5296305,20.75,104.25,5989612.68
23/06/2020,17/03/2025,25s,10500000,21.7,104.71,11570543.61
23/06/2020,29/05/2023,23s,1356979,18.85,102.19,1402175.77
24/06/2020,23/10/2024,ESLA/24,2700000,19,97.64,2715289.48
24/06/2020,27/10/2027,ESLA/27,1349940,19.5,97.16,1347090.59
24/06/2020,29/12/1931,ESLA/31,17595902,20.5,85.4,16642422.05
24/06/2020,17/08/2020,20s,36121061,17.5,99.97,38333246.61
24/06/2020,23/11/2020,20s,971802,24,105.68,1046211.08
24/06/2020,01/03/2021,21s,5392386,24.75,105.43,6103326.02
24/06/2020,21/06/2021,21s,5496151,24.5,107.07,5892044.15
24/06/2020,19/07/2021,21s,6000000,24.75,108.27,7132778.57
24/06/2020,02/11/2026,26s,105318,19,97,104574.53
24/06/2020,25/03/2024,24s,4969137,19.75,100.32,5217071.42
24/06/2020,25/07/2022,22s,7845567,18.25,101.16,8522633.64
24/06/2020,21/09/2020,20s,2784004,18.25,100.68,2932763.02
24/06/2020,28/11/2022,22s,2908,17.6,103.17,3032.52
24/06/2020,06/02/2023,23s,1041938,16.5,95.47,1058453.99
24/06/2020,22/03/2021,21s,127051,16.5,101.37,134148.55
24/06/2020,07/04/2025,25s,334988,16.25,91.02,315687.01
24/06/2020,17/05/2021,21s,10000000,16.25,99.99,10164123.57
24/06/2020,28/06/2021,21s,454154,17.5,101.35,498910.49
24/06/2020,26/07/2021,21s,164167,18,100.06,176358.55
24/06/2020,18/10/2021,21s,323940,19.5,100,335220.05
24/06/2020,03/01/2022,22s,62900,20,111.47,75989.84
24/06/2020,27/01/2025,25s,760879,21,104.47,857220.98
24/06/2020,15/04/2024,24s,2464978,19.75,100.38,2561343.03
24/06/2020,08/07/2024,24s,12160516,19.5,100.07,13231833.74
24/06/2020,10/07/1934,34s,11893000,20,95.68,12353202.03
24/06/2020,01/08/1939,39s,253107,20.2,98.05,265302.53
24/06/2020,16/01/2023,23s,7483360,20.75,104.2,8463364.64
24/06/2020,06/03/2023,23s,2782863,20.75,106.29,3127698.36
24/06/2020,17/03/2025,25s,10000000,21.7,107.28,11282543.08
24/06/2020,29/05/2023,23s,148100,18.85,103.04,154364.52
25/06/2020,27/10/2027,ESLA/27,2522429,19.5,97.53,2527635.24
25/06/2020,29/12/1931,ESLA/31,851352,20.5,105.69,978396.76
25/06/2020,17/08/2020,20s,36806663,17.5,99.93,39063713.27
25/06/2020,23/11/2020,20s,6482206,24,103.86,6865002.62
25/06/2020,01/03/2021,21s,120937,24.75,112.56,145581.59
25/06/2020,21/06/2021,21s,201304,24.5,108.05,217908.2
25/06/2020,19/07/2021,21s,12053000,24.75,108.42,14358013.67
25/06/2020,02/11/2026,26s,13048204,19,98.68,13181967.15
25/06/2020,24/01/2022,22s,116746,18.75,111.35,139021.54
25/06/2020,25/03/2024,24s,6469137,19.75,102.45,6933258.74
25/06/2020,21/09/2020,20s,1008294,18.25,100.82,1064096.81
25/06/2020,13/11/2020,20s,161664,6.25,100.27,163284.39
25/06/2020,28/11/2022,22s,2207942,17.6,100.49,2244425.17
25/06/2020,06/02/2023,23s,1815000,16.5,95.33,1842080.44
25/06/2020,22/03/2021,21s,188200,16.5,99.6,195461.44
25/06/2020,07/04/2025,25s,31051301,16.25,88.04,28358707.42
25/06/2020,17/05/2021,21s,8460,16.25,100.56,8650.86
25/06/2020,29/05/2028,28s,45096400,17.5,90.49,41177353.32
25/06/2020,28/06/2021,21s,756154,17.5,101.1,829148.29
25/06/2020,26/07/2021,21s,550000,18,101.52,599172.95
25/06/2020,03/01/2022,22s,3254395,20,99.21,3536107.63
25/06/2020,27/01/2025,25s,3900000,21,105,4416610
25/06/2020,15/04/2024,24s,19002765,19.75,101.78,20022345.66
25/06/2020,23/05/2022,22s,951126,19.7,104.36,1008516.94
25/06/2020,11/06/2029,29s,5058291,19.8,97.99,4964716.31
25/06/2020,08/07/2024,24s,11734386,19.5,100.98,12880200.34
25/06/2020,10/07/1934,34s,31934746,20,96.5,33449540.22
25/06/2020,01/08/1939,39s,1423916,20.2,97.88,1490851.23
25/06/2020,16/01/2023,23s,52632507,20.75,103.98,59440302.98
25/06/2020,06/03/2023,23s,13118507,20.75,103.14,14337894.81
25/06/2020,17/03/2025,25s,5000000,21.7,105.86,5573182.31
25/06/2020,29/05/2023,23s,792034,18.85,103.05,826008.54
26/06/2020,24/09/2023,23s,1500000,16.1796,100,1562502.02
26/06/2020,27/10/2027,ESLA/27,50000,19.5,93.91,48321.97
26/06/2020,15/06/2029,ESLA/29,497941,19.85,100.41,499999.49
26/06/2020,29/12/1931,ESLA/31,20985293,20.5,85.09,19805667.03
26/06/2020,17/08/2020,20s,250452,17.5,101.49,269835.06
26/06/2020,16/11/2020,20s,200,18,101.21,206.28
26/06/2020,23/11/2020,20s,104151,24,105.47,112048.42
26/06/2020,01/03/2021,21s,434933,24.75,112.13,522014.63
26/06/2020,21/06/2021,21s,920413,24.5,108.09,997361.68
26/06/2020,19/07/2021,21s,5002000,24.75,108.27,5953106.97
26/06/2020,02/11/2026,26s,95581971,19,98.05,96012761.87
26/06/2020,24/01/2022,22s,1000000,18.75,102.12,1098991.59
26/06/2020,25/03/2024,24s,3969137,19.75,100.1,4162772.35
26/06/2020,15/03/1932,32s,20171000,19.75,93.9,19903454.24
26/06/2020,25/07/2022,22s,627597,18.25,101.98,687567.96
26/06/2020,21/09/2020,20s,74262,18.25,101.06,78584
26/06/2020,13/11/2020,20s,980747,6.25,101.22,999999.34
26/06/2020,28/11/2022,22s,5232679,17.6,100.8,5337648.81
26/06/2020,06/02/2023,23s,24793,16.5,97.42,25694.22
26/06/2020,22/03/2021,21s,9687,16.5,103.24,10417.89
26/06/2020,07/04/2025,25s,11625000,16.25,90.12,10860004.68
26/06/2020,17/05/2021,21s,1302754,16.25,102.09,1352687.16
26/06/2020,29/05/2028,28s,5000000,17.5,90.68,4577324.23
26/06/2020,28/06/2021,21s,640217,17.5,101.34,703904.95
26/06/2020,26/07/2021,21s,300000,18,101.68,327435.4
26/06/2020,18/10/2021,21s,209862,19.5,102.79,223240.11
26/06/2020,27/01/2025,25s,4779000,21,105.29,5428960.93
26/06/2020,15/04/2024,24s,21055882,19.75,101.29,22092238.53
26/06/2020,23/05/2022,22s,376521,19.7,100.06,383276.22
26/06/2020,11/06/2029,29s,5000000,19.8,99.37,4979589.12
26/06/2020,08/07/2024,24s,28845365,19.5,100.79,31621593.27
26/06/2020,10/07/1934,34s,33932080,20,96.19,35455075.63
26/06/2020,01/08/1939,39s,3597421,20.2,98.23,3779231.93
26/06/2020,16/01/2023,23s,40165282,20.75,104.39,45545015.84
26/06/2020,06/03/2023,23s,10817107,20.75,103.75,11894339.49
26/06/2020,17/03/2025,25s,18154880,21.7,106.98,20449908.75
26/06/2020,29/05/2023,23s,352849,18.85,103.15,368546.95
29/06/2020,23/10/2024,ESLA/24,686231,19,99.9,707425.01
29/06/2020,29/12/1931,ESLA/31,7883065,20.5,85.41,7478640.73
29/06/2020,17/08/2020,20s,37893,17.5,101.78,40992.07
29/06/2020,23/11/2020,20s,1617174,24,103.23,1706656.88
29/06/2020,01/03/2021,21s,6684445,24.75,105.25,7576359.61
29/06/2020,21/06/2021,21s,5853558,24.5,108.14,6357365.07
29/06/2020,02/11/2026,26s,103795,19,98.99,105398.27
29/06/2020,25/03/2024,24s,5276000,19.75,101.05,5591874.12
29/06/2020,15/03/1932,32s,68171001,19.75,92.83,66648161.08
29/06/2020,21/09/2020,20s,67077,18.25,105.05,73757.31
29/06/2020,28/11/2022,22s,200000,17.6,99.18,201075.59
29/06/2020,06/02/2023,23s,10206865,16.5,95.06,10350597.51
29/06/2020,22/03/2021,21s,76664,16.5,99.92,80007.32
29/06/2020,07/04/2025,25s,22250275,16.25,90.56,20913973.73
29/06/2020,17/05/2021,21s,2032567,16.25,100.16,2074005.34
29/06/2020,29/05/2028,28s,35289873,17.5,90.5,32292912.6
29/06/2020,28/06/2021,21s,11956932,17.5,99.16,11856173.78
29/06/2020,26/07/2021,21s,80900,18,102.07,88739.33
29/06/2020,18/10/2021,21s,271415,19.5,106.78,299999.88
29/06/2020,03/01/2022,22s,952,20,109.74,1136.26
29/06/2020,27/01/2025,25s,1100000,21,105.73,1256275.56
29/06/2020,15/04/2024,24s,150000,19.75,104.8,162896.37
29/06/2020,23/05/2022,22s,914000,19.7,104.55,972881.8
29/06/2020,11/06/2029,29s,5000000,19.8,99.45,4991488.46
29/06/2020,08/07/2024,24s,11325495,19.5,102.21,12594922.23
29/06/2020,10/07/1934,34s,7320113,20,96.87,7710246.95
29/06/2020,01/08/1939,39s,2511169,20.2,97.99,2636379.52
29/06/2020,16/01/2023,23s,165282,20.75,111.82,199979.79
29/06/2020,06/03/2023,23s,136679,20.75,103.45,150118.94
29/06/2020,17/03/2025,25s,8000000,21.7,107.41,9059983.62
29/06/2020,29/05/2023,23s,52797,18.85,103.75,55541.99
29/06/2020,23/06/2025,25s,317507,19.25,100.78,319998.79
30/06/2020,23/10/2024,ESLA/24,750360,19,99.9,773921.03
30/06/2020,27/10/2027,ESLA/27,2093375,19.5,97.16,2095556.5
30/06/2020,29/12/1931,ESLA/31,9060171,20.5,85.73,8629698.21
30/06/2020,17/08/2020,20s,11726609,17.5,100.02,12484241.81
30/06/2020,23/11/2020,20s,5859345,24,103.48,6202343.51
30/06/2020,01/03/2021,21s,179897,24.75,112.69,217397.65
30/06/2020,21/06/2021,21s,4519145,24.5,107.5,4882535.71
30/06/2020,19/07/2021,21s,246345,24.75,110.26,298744.08
30/06/2020,02/11/2026,26s,6517204,19,98.42,6584144.94
30/06/2020,15/03/1932,32s,39121645,19.75,94.1,38767032.81
30/06/2020,25/07/2022,22s,149326,18.25,101.76,163563.71
30/06/2020,21/09/2020,20s,156207,18.25,104.18,170488.57
30/06/2020,13/11/2020,20s,68635,6.25,101.19,70011.59
30/06/2020,13/11/2020,20s,561084,6.25,101.11,571871.83
30/06/2020,28/11/2022,22s,79637,17.6,100.3,80989.93
30/06/2020,06/02/2023,23s,14052710,16.5,95.18,14273813.14
30/06/2020,22/03/2021,21s,1868409,16.5,100.6,1963543.89
30/06/2020,07/04/2025,25s,12967176,16.25,90.76,12220375.03
30/06/2020,29/05/2028,28s,10430000,17.5,90.83,9583674
30/06/2020,28/06/2021,21s,6741851,17.5,101.17,6824164.62
30/06/2020,26/07/2021,21s,1060941,18,101.83,1161712.12
30/06/2020,18/10/2021,21s,100000,19.5,106.68,110486.27
30/06/2020,03/01/2022,22s,5009,20,114.81,6235.42
30/06/2020,27/01/2025,25s,1100000,21,105.88,1258607.48
30/06/2020,15/04/2024,24s,191557,19.75,101.21,201245.64
30/06/2020,23/05/2022,22s,900000,19.7,104.66,959467.96
30/06/2020,11/06/2029,29s,290678,19.8,99.49,290453.49
30/06/2020,08/07/2024,24s,6457233,19.5,100.8,7093814.2
30/06/2020,10/07/1934,34s,18629605,20,96.81,19621814.39
30/06/2020,16/01/2023,23s,12413693,20.75,104.18,14078924.07
30/06/2020,06/03/2023,23s,533918,20.75,103.36,586237.72
30/06/2020,17/04/2023,23s,1000000,19,100.85,1045570.44
30/06/2020,29/05/2023,23s,256022,18.85,103.94,269944.7
30/06/2020,23/06/2025,25s,494414378,19.25,100.09,495169553.1
01/07/2020,27/10/2027,ESLA/27,2038267,19.5,97.16,2042677.42
01/07/2020,29/12/1931,ESLA/31,2191444,20.5,93.97,2269073.16
01/07/2020,17/08/2020,20s,28628,17.5,106.73,32413.98
01/07/2020,23/11/2020,20s,20108656,24,102.94,21191332.9
01/07/2020,21/06/2021,21s,275416,24.5,108.35,300076.3
01/07/2020,19/07/2021,21s,10000,24.75,105.92,11700.12
01/07/2020,25/03/2024,24s,22500000,19.75,101.83,24048206.21
01/07/2020,15/03/1932,32s,19000000,19.75,94.14,18845215.13
01/07/2020,25/07/2022,22s,101756,18.25,102.23,111988.31
01/07/2020,13/11/2020,20s,490172,6.25,101.17,500000.6
01/07/2020,28/11/2022,22s,53321,17.6,95.69,51794.44
01/07/2020,06/02/2023,23s,18880000,16.5,95.65,19273950.81
01/07/2020,22/03/2021,21s,30000000,16.5,100.05,31388909.01
01/07/2020,07/04/2025,25s,16405061,16.25,90.34,15399090.86
01/07/2020,29/05/2028,28s,50002000,17.5,90.06,45586583.47
01/07/2020,28/06/2021,21s,8062238,17.5,101.37,8180657.79
01/07/2020,26/07/2021,21s,910941,18,102.05,999898.81
01/07/2020,18/10/2021,21s,566158,19.5,103.95,610357.83
01/07/2020,27/01/2025,25s,34393,21,116.3,42956.5
01/07/2020,15/04/2024,24s,1687572,19.75,100.29,1759090.5
01/07/2020,23/05/2022,22s,6507,19.7,107.59,7131.2
01/07/2020,08/07/2024,24s,34753205,19.5,99.9,37882502.18
01/07/2020,10/07/1934,34s,3187842,20,99.02,3430193.82
01/07/2020,01/08/1939,39s,4731679,20.2,98.12,4983157.38
01/07/2020,16/01/2023,23s,12205794,20.75,104.23,13855881.39
01/07/2020,06/03/2023,23s,1670261,20.75,103.88,1843556.68
01/07/2020,17/04/2023,23s,1000000,19,101.02,1047786.42
01/07/2020,29/05/2023,23s,4805426,18.85,100.63,4910488.42
01/07/2020,23/06/2025,25s,41920547,19.25,100.34,42108749.31
02/07/2020,29/12/1931,ESLA/31,2582401,20.5,85.99,2469206.03
02/07/2020,17/08/2020,20s,21136958,17.5,100.2,22562254.89
02/07/2020,23/11/2020,20s,15347797,24,103.09,16206078.69
02/07/2020,01/03/2021,21s,5703623,24.75,105.28,6477800.26
02/07/2020,21/06/2021,21s,3969968,24.5,108.23,4323349.31
02/07/2020,02/11/2026,26s,1479206,19,99.37,1510078.4
02/07/2020,25/03/2024,24s,22500000,19.75,101.83,24059379.31
02/07/2020,15/03/1932,32s,6000000,19.75,94.5,5975722.48
02/07/2020,25/07/2022,22s,6800000,18.25,102.08,7476901.08
02/07/2020,21/09/2020,20s,12961369,18.25,100.66,13703402.82
02/07/2020,28/11/2022,22s,502132,17.6,103.67,528083.15
02/07/2020,06/02/2023,23s,15329902,16.5,95.93,15700014.08
02/07/2020,22/03/2021,21s,34501105,16.5,100.33,36195360.51
02/07/2020,07/04/2025,25s,20000000,16.25,90.42,18798420.71
02/07/2020,17/05/2021,21s,117724,16.25,102.36,122872.52
02/07/2020,28/06/2021,21s,12041188,17.5,101.19,12201352.4
02/07/2020,26/07/2021,21s,2202000,18,100.94,2393764.17
02/07/2020,18/10/2021,21s,8687905,19.5,100,9027664.14
02/07/2020,03/01/2022,22s,956480,20,103.91,1087452.91
02/07/2020,15/04/2024,24s,866500,19.75,102.7,924211.98
02/07/2020,23/05/2022,22s,33047,19.7,107.64,36250.14
02/07/2020,08/07/2024,24s,32215873,19.5,100.35,35280878.7
02/07/2020,10/07/1934,34s,2238833,20,98.56,2399759.73
02/07/2020,16/01/2023,23s,5087174,20.75,104.33,5783104.65
02/07/2020,06/03/2023,23s,187679,20.75,104.43,208291.23
02/07/2020,17/04/2023,23s,185512,19,104,199999.26
02/07/2020,29/05/2023,23s,12243800,18.85,100.82,12540215.26
02/07/2020,23/06/2025,25s,37540104,19.25,100.17,37665058.55
03/07/2020,29/12/1931,ESLA/31,5373788,20.5,85.06,5091621.68
03/07/2020,17/08/2020,20s,177727,17.5,106.91,201707.06
03/07/2020,23/11/2020,20s,161375,24,105.97,175152.61
03/07/2020,01/03/2021,21s,18791373,24.75,105.06,21313031.86
03/07/2020,21/06/2021,21s,18073721,24.5,106.97,19466371.61
03/07/2020,19/07/2021,21s,10738900,24.75,107.66,12766638.87
03/07/2020,02/11/2026,26s,10929896,19,98.18,11033258.77
03/07/2020,24/01/2022,22s,10000,18.75,100.28,10841.77
03/07/2020,15/03/1932,32s,50000000,19.75,93.07,49114016.49
03/07/2020,25/07/2022,22s,21266596,18.25,102.03,23382448.42
03/07/2020,21/09/2020,20s,5049729,18.25,100.62,5339256.26
03/07/2020,28/11/2022,22s,30406034,17.6,100.85,31135662.6
03/07/2020,06/02/2023,23s,6080000,16.5,95.78,6220341.05
03/07/2020,22/03/2021,21s,58402000,16.5,100.21,61224046.33
03/07/2020,07/04/2025,25s,10274680,16.25,90.31,9650549.34
03/07/2020,17/05/2021,21s,92642,16.25,102.55,96903.32
03/07/2020,29/05/2028,28s,15000000,17.5,90.33,13729508.46
03/07/2020,28/06/2021,21s,10833916,17.5,101.34,10999706.58
03/07/2020,26/07/2021,21s,5000000,18,101.44,5462619.34
03/07/2020,18/10/2021,21s,5555,19.5,108.02,6220.77
03/07/2020,03/01/2022,22s,3956480,20,103.89,4499543.73
03/07/2020,27/01/2025,25s,1700000,21,106.4,1956918.15
03/07/2020,23/05/2022,22s,208087,19.7,104.1,221020.05
03/07/2020,11/06/2029,29s,14437,19.8,103.91,15087.19
03/07/2020,08/07/2024,24s,52680245,19.5,100.17,57621944.37
03/07/2020,01/08/1939,39s,1561250,20.2,98.47,1649999.03
03/07/2020,16/01/2023,23s,15065046,20.75,104.41,17145910.11
03/07/2020,06/03/2023,23s,3536679,20.75,104.21,3919318.83
03/07/2020,17/03/2025,25s,10189611,21.7,106.8,11502277.25
03/07/2020,29/05/2023,23s,12987240,18.85,100.66,13288044.3
03/07/2020,23/06/2025,25s,482511,19.25,100.79,487336.53
06/07/2020,23/10/2024,ESLA/24,155672,19,100.38,161787.62
06/07/2020,27/10/2027,ESLA/27,50000,19.5,95.21,49241.18
06/07/2020,29/12/1931,ESLA/31,5109335,20.5,86.22,4908785.05
06/07/2020,17/08/2020,20s,19359240,17.5,100.18,20696960.47
06/07/2020,16/11/2020,20s,83622,18,101,86484.03
06/07/2020,23/11/2020,20s,354419,24,105.74,384580.42
06/07/2020,01/03/2021,21s,5048243,24.75,105.22,5744198.91
06/07/2020,21/06/2021,21s,10185583,24.5,106.94,10988612.81
06/07/2020,19/07/2021,21s,20000000,24.75,107.7,23824915.38
06/07/2020,02/11/2026,26s,36595887,19,98.33,37055631.76
06/07/2020,15/03/1932,32s,82520000,19.75,92.72,80903534.71
06/07/2020,21/09/2020,20s,67514,18.25,100.3,71272.52
06/07/2020,28/11/2022,22s,10594070,17.6,100.48,10824272.55
06/07/2020,06/02/2023,23s,2027681,16.5,97.86,2119313.6
06/07/2020,22/03/2021,21s,50139328,16.5,100.17,52610571.97
06/07/2020,28/06/2021,21s,505201,17.5,101.41,514000.41
06/07/2020,26/07/2021,21s,5000000,18,101.46,5471156.92
06/07/2020,27/01/2025,25s,1284900,21,106.07,1477062.72
06/07/2020,15/04/2024,24s,275890,19.75,104.7,300374.32
06/07/2020,23/05/2022,22s,23207,19.7,105.62,25038.05
06/07/2020,08/07/2024,24s,41492032,19.5,100.44,45566083.96
06/07/2020,10/07/1934,34s,14848177,20,95.91,15553740.67
06/07/2020,01/08/1939,39s,3011900,20.2,97.93,3171780.45
06/07/2020,16/01/2023,23s,48230286,20.75,104.11,54832012.87
06/07/2020,03/01/1934,34s,65422000,16,100,65508270.77
06/07/2020,17/03/2025,25s,10086145,21.7,106.79,11402823.93
06/07/2020,17/04/2023,23s,93862,19,106.54,103772.82
06/07/2020,29/05/2023,23s,644490,18.85,103.64,679620.56
06/07/2020,23/06/2025,25s,10985034,19.25,99.95,11025668.15
07/07/2020,29/12/1931,ESLA/31,13654846,20.5,84.72,12921375.56
07/07/2020,23/11/2020,20s,98485,24,104.95,106148.61
07/07/2020,02/11/2026,26s,49000000,19,98.27,49610606.62
07/07/2020,15/03/1932,32s,50418000,19.75,94.5,50352796.74
07/07/2020,25/07/2022,22s,2700000,18.25,102.06,2976196.23
07/07/2020,21/09/2020,20s,4531640,18.25,100.71,4804568.28
07/07/2020,28/11/2022,22s,10200000,17.6,100.75,10454322.64
07/07/2020,06/02/2023,23s,3597378,16.5,96.28,3704874.28
07/07/2020,22/03/2021,21s,1577634,16.5,100.17,1656165.89
07/07/2020,07/04/2025,25s,41000,16.25,94.26,40200.93
07/07/2020,17/05/2021,21s,10045,16.25,101.22,10391.85
07/07/2020,29/05/2028,28s,84000,17.5,94.3,80380.76
07/07/2020,28/06/2021,21s,1241412,17.5,99.95,1245526.93
07/07/2020,26/07/2021,21s,9015150,18,100,9737352.68
07/07/2020,18/10/2021,21s,1235710,19.5,104.59,1344107.36
07/07/2020,03/01/2022,22s,5248,20,114.34,6003.45
07/07/2020,27/01/2025,25s,224464,21,104.65,254972.72
07/07/2020,15/04/2024,24s,2170413,19.75,102.37,2313603.26
07/07/2020,23/05/2022,22s,50000,19.7,100,51163.6
07/07/2020,11/06/2029,29s,10000000,19.8,99.35,10016583.41
07/07/2020,08/07/2024,24s,30284671,19.5,100.4,33260293.64
07/07/2020,10/07/1934,34s,14848177,20,96.73,15684730.59
07/07/2020,01/08/1939,39s,290807,20.2,98.48,307997.95
07/07/2020,16/01/2023,23s,17296314,20.75,104.24,19695705.97
07/07/2020,06/03/2023,23s,5069891,20.75,104.73,5656362.06
07/07/2020,17/03/2025,25s,10010000,21.7,107.07,11349961
07/07/2020,29/05/2023,23s,18060638,18.85,100.57,18500451.15
07/07/2020,23/06/2025,25s,2500864,19.25,100.97,2535638.98
08/07/2020,29/11/2021,21s,1000000,23,103.4,1059235.48
08/07/2020,29/12/1931,ESLA/31,158481062,20.5,83.2,147647295.8
08/07/2020,17/08/2020,20s,2188241,17.5,100.46,2347769.94
08/07/2020,23/11/2020,20s,560839,24,106.13,611485
08/07/2020,21/06/2021,21s,1000650,24.5,108.67,1098214.87
08/07/2020,02/11/2026,26s,10033351,19,98.12,10148852.25
08/07/2020,15/03/1932,32s,10418000,19.75,94.42,10401876.32
08/07/2020,25/07/2022,22s,4405406,18.25,100.77,4799157.7
08/07/2020,21/09/2020,20s,3928606,18.25,100.58,4162313.34
08/07/2020,28/11/2022,22s,274955,17.6,103.83,290418.14
08/07/2020,06/02/2023,23s,966839,16.5,100,1032140.47
08/07/2020,22/03/2021,21s,3445,16.5,103.82,3743.82
08/07/2020,07/04/2025,25s,524830,16.25,89.74,491117.48
08/07/2020,28/06/2021,21s,97961,17.5,102.08,100424.42
08/07/2020,26/07/2021,21s,785874,18,99.76,847332.49
08/07/2020,18/10/2021,21s,20000,19.5,96.77,20201.31
08/07/2020,03/01/2022,22s,95499,20,104.6,99999.57
08/07/2020,27/01/2025,25s,4918490,21,104.57,5586072.21
08/07/2020,15/04/2024,24s,104829,19.75,108.42,118148.1
08/07/2020,11/06/2029,29s,10000000,19.8,99.39,10025892.97
08/07/2020,08/07/2024,24s,30158878,19.5,100.22,33085567.62
08/07/2020,01/08/1939,39s,2465121,20.2,97.13,2579030.3
08/07/2020,16/01/2023,23s,289033,20.75,105.64,333338.4
08/07/2020,06/03/2023,23s,89740,20.75,104.58,100041.22
