Date/tenure,19s,20s,21s,22s,23s,24s,ESLA 24,25s,26s,27s,ESLA 27,28s,29s,ESLA 29,ESLA 31,31s,32s,33s,34s,39s,Total volumes traded,,,,,,,,,,,,,,,,,,,,,,
09/08/2021,0,0,93478728,201704184,110991172,549104,0,90325526,179213683,6662048,0,13957020,25000000,0,118000,1033522,18236776,0,46400,93505,741409668,,,,,,,,,,,,,,,,,,,,,,
10/08/2021,0,0,73257210,106640500,211046991,5350245,0,5334522,32624456,99446689,0,31988345,229396,0,100000,16196861,77966962,0,0,2068033,662250210,,,,,,,,,,,,,,,,,,,,,,
11/08/2021,0,0,20472588,99573380,84958993,1127948,0,89723163,82442686,29403185,2558683,25095173,202000,0,,15152633,87682552,0,824522,15314337,554531843,,,,,,,,,,,,,,,,,,,,,,
12/08/2021,0,0,454499,125255208,40878270,38623016,0,43268848,48882616,78896940,0,51109537,346761,0,,31591663,22185225,0,0,15235926,496728509,,,,,,,,,,,,,,,,,,,,,,
13/08/2021,0,0,106059414,92933522,118944383,57536162,0,10197500,213062631,64930152,0,4678090,,0,163500,400000,42809913,0,118000,31870332,743703599,,,,,,,,,,,,,,,,,,,,,,
16/08/2021,0,0,6467820,33567176,47410373,30315747,200000,22382519,106803118,26046734,0,2306941,25346957,0,191609,1237054,74362578,0,0,44688090,421326716,,,,,,,,,,,,,,,,,,,,,,
17/08/2021,0,0,100753546,22827133,101698924,41000284,0,13725401,38339027,16921313,0,6283794,2000000,0,519003,26265935,68187130,0,31468,25582965,464135923,,,,,,,,,,,,,,,,,,,,,,
18/08/2021,0,0,190494,94205463,90195486,24153654,1000,10336771,112413642,23601089,0,8660019,5213732,276800,560258,56150724,41810319,0,234757,25000000,493004208,,,,,,,,,,,,,,,,,,,,,,
19/08/2021,0,0,3231698,64882322,65193429,7382364,1202,7665658,92369176,30788792,0,11191768,5000000,340965,1870275,43729972,21984350,0,0,1043498,356675469,,,,,,,,,,,,,,,,,,,,,,
20/08/2021,0,0,149126788,99916128,33535079,9016720,822,29492173,30704358,56166081,4790470,10578912,1600000,340965,,8247174,34143947,0,0,66565360,534224977,,,,,,,,,,,,,,,,,,,,,,
23/08/2021,0,0,20178836,84192462,87497602,18734618,0,12224742,67272746,50517010,2070000,10931389,,0,26858,10848903,23005556,0,0,6957051,394457773,,,,,,,,,,,,,,,,,,,,,,
24/08/2021,0,0,146415077,101927255,70816410,52118738,0,16656057,35368826,48019734,0,88706372,44267,0,266706,97885212,12263900,0,0,71404811,741893365,,,,,,,,,,,,,,,,,,,,,,
25/08/2021,0,0,2918553,57052141,156689551,25865474,0,18857300,51068349,36574766,2000000,66815364,4929261,0,16000,44467326,9882069,0,0,13546933,490683087,,,,,,,,,,,,,,,,,,,,,,
26/08/2021,0,0,217919,81418376,218948231,18961448,0,11367660,49070537,23962462,0,21496294,1363,0,,13712608,5961528,0,50000,44737268,489905694,,,,,,,,,,,,,,,,,,,,,,
27/08/2021,0,0,1807379,71391975,205649983,9102653,14054340,6300116,106038675,20728600,88323,34747336,4419821,0,,8144687,685230,0,0,2823000,485982118,,,,,,,,,,,,,,,,,,,,,,
30/08/2021,0,0,4228971,7106076,60478734,29669384,0,684318,70102736,187950,0,8157726,,0,,530900,410487,0,766806,2538812,184862900,,,,,,,,,,,,,,,,,,,,,,
31/08/2021,0,0,147952,31878140,64766243,28236934,0,21475125,146741084,37427171,0,10046092,20014043,0,110000,9387958,326820,0,0,742915,371300477,,,,,,,,,,,,,,,,,,,,,,
01/09/2021,0,0,18880691,22919989,109207094,274391,0,99498,49624200,63925642,0,58518346,1550000,3068910,326942,0,44150000,0,135417,50491599,423172719,,,,,,,,,,,,,,,,,,,,,,
02/09/2021,0,0,5130731,36163986,89367481,122484119,0,7365029,44724580,128137297,0,49415906,47238,3000000,,122225551,75755890,0,0,70146317,753964125,,,,,,,,,,,,,,,,,,,,,,
03/09/2021,0,0,31136233,60718956,296435361,85647907,0,34118048,14900065,108036837,45000,19518391,1550000,0,20000,73173976,10170690,0,0,60000000,795471464,,,,,,,,,,,,,,,,,,,,,,
06/09/2021,0,0,905563,7348254,167552831,80525055,0,24713878,80263405,136601888,0,49323664,,0,,137015624,55044688,0,0,204747,739499597,,,,,,,,,,,,,,,,,,,,,,
07/09/2021,0,0,1229174,35981881,125436772,26165743,0,25388774,159456824,969158,0,15367609,1700000,,,8095956,628093,,,875,400420859,,,,,,,,,,,,,,,,,,,,,,
08/09/2021,0,0,4525662,70519736,87137707,2899993,108775546,10031043,69089886,24138838,179999999,9384410,,,,63513048,,,,24482885,654498753,,,,,,,,,,,,,,,,,,,,,,
09/09/2021,0,0,64439131,37612403,73436265,10612291,108775546,25487993,109265692,22281571,169391857,23149107,,3016086,,896083,33562793,,,20187862,702114680,,,,,,,,,,,,,,,,,,,,,,
10/09/2021,0,0,248236,17149062,38687191,26838879,3770000,12777568,14989921,59218920,5802105,12334402,200000,100000,,5381778,15434281,,300000,7151943,220384286,,,,,,,,,,,,,,,,,,,,,,
