Date/tenure,19s,20s,21s,22s,23s,24s,ESLA 24,25s,26s,27s,ESLA 27,28s,29s,ESLA 29,ESLA 31,31s,32s,33s,34s,39s,Total volumes traded,,,,,,,,,,,,,,,,,,,,,,
01/06/2020,0,19116815,76778868,32681313,170632071,83931492,284400,3193842,7763245,,250000,0,20000000,0,85224462,,0,,10432732,3201838,513491078,,,,,,,,,,,,,,,,,,,,,,
02/06/2020,0,110832714,77293152,50606639,112426019,74116408,0,12428922,86136375,,0,70000,17580801,0,18476835,,0,,0,0,559967865,,,,,,,,,,,,,,,,,,,,,,
03/06/2020,0,3714558,160462855,18558555,43667071,62263943,0,40648427,27651093,,0,25000000,35000000,0,52161938,,0,,0,2464886,471593326,,,,,,,,,,,,,,,,,,,,,,
04/06/2020,0,19756256,166534628,27587106,40035042,44071909,0,39924197,19216726,,0,0,27249554,97109,44554800,,0,,1979939,0,431007266,,,,,,,,,,,,,,,,,,,,,,
05/06/2020,0,9107567,54556066,46650230,48604650,33871435,0,10576089,20704189,,0,28000000,27083150,374592,60811047,,0,,5400000,0,345739015,,,,,,,,,,,,,,,,,,,,,,
08/06/2020,0,18392613,66856318,37199254,47356531,42462618,23250000,59374173,77290000,,0,25000000,44833596,0,43057212,,0,,20046612,0,505118927,,,,,,,,,,,,,,,,,,,,,,
09/06/2020,0,44100812,25265823,12353363,51764257,71700618,0,59401616,133818598,,0,15000000,50000000,0,7921212,,0,,30127952,688421,502142672,,,,,,,,,,,,,,,,,,,,,,
10/06/2020,0,41060397,43482612,15681427,44688899,69707174,0,50362288,33942250,,0,1225000,20000000,0,2176921,,100014596,,35914614,173954,458430132,,,,,,,,,,,,,,,,,,,,,,
11/06/2020,0,85683742,48164530,18016933,57910985,108755017,1473531,58782647,83929905,,0,1880000,5202814,0,7891294,,84820000,,27769167,0,590280565,,,,,,,,,,,,,,,,,,,,,,
12/06/2020,0,44470938,52945068,22171780,48738318,31326810,6473531,11350700,50800086,,1301000,112000,15202814,808424,48003658,,65000000,,27440053,333214,426478394,,,,,,,,,,,,,,,,,,,,,,
15/06/2020,0,92440147,58056480,41752958,2388842,19766077,5195347,14937290,28085939,,0,12000,5000000,909408,70210910,,45000000,,136208,0,383891606,,,,,,,,,,,,,,,,,,,,,,
16/06/2020,0,40960612,52275122,40692780,7634079,28016367,0,8676647,17114412,,0,0,5000000,477770,24937243,,0,,393282,916133,227094447,,,,,,,,,,,,,,,,,,,,,,
17/06/2020,0,62550991,17987048,22695924,20079677,9877341,9292000,8944801,38115606,,0,2099325,0,0,6057359,,30000000,,24030317,5973871,257704260,,,,,,,,,,,,,,,,,,,,,,
18/06/2020,0,10699862,46561355,31189838,29199796,22859305,11258791,1430023,71492881,,0,20881114,15000000,62902,2154670,,15000000,,23806666,2358517,303955720,,,,,,,,,,,,,,,,,,,,,,
19/06/2020,0,42076380,42466561,8161337,20678147,28758291,1670,9780874,42578543,,0,0,0,0,7740984,,18873000,,0,0,221115787,,,,,,,,,,,,,,,,,,,,,,
22/06/2020,0,7845246,22827112,62557683,16292282,25149904,0,1662361,1208094,,0,0,15000000,0,22177852,,10000000,,20000000,2142620,206863154,,,,,,,,,,,,,,,,,,,,,,
23/06/2020,0,14457310,23619497,31456082,6653284,22872347,133801,21031272,22238322,,181799,1158018,402275,0,16960059,,0,,20021939,1195553,182381558,,,,,,,,,,,,,,,,,,,,,,
24/06/2020,0,49096578,64156783,8600345,11456261,19594631,2700000,11095867,105318,,1349940,0,0,0,17595902,,0,,11893000,253107,197897732,,,,,,,,,,,,,,,,,,,,,,
25/06/2020,0,56456219,27709854,11189186,68358048,37206288,0,39951301,13048204,,2522429,45096400,5058291,0,851352,,0,,31934746,1423916,340806234,,,,,,,,,,,,,,,,,,,,,,
26/06/2020,0,5837877,42926895,7236797,51360031,53870384,0,34558880,95581971,,50000,5000000,5000000,497941,20985293,,20171000,,33932080,3597421,380606570,,,,,,,,,,,,,,,,,,,,,,
29/06/2020,0,2771437,81997715,2614952,10561623,16751495,686231,31667782,103795,,0,35289873,5000000,0,7883065,,68171001,,7320113,2511169,273330251,,,,,,,,,,,,,,,,,,,,,,
30/06/2020,0,21247247,42544297,2641537,28256343,6648790,750360,508481554,6517204,,2093375,10430000,290678,0,9060171,,39121645,,18629605,0,696712806,,,,,,,,,,,,,,,,,,,,,,
01/07/2020,0,26135103,49219300,170963,38561481,58940777,0,58360001,0,,2038267,50002000,0,0,2191444,,19000000,,3187842,4731679,312538857,,,,,,,,,,,,,,,,,,,,,,
02/07/2020,0,54559999,89732200,8579599,33034067,55582373,0,57540104,1479206,,0,0,0,0,2582401,,6000000,,2238833,0,311328782,,,,,,,,,,,,,,,,,,,,,,
03/07/2020,0,10978380,137950611,55847197,37668965,52680245,0,22646802,10929896,,0,15000000,14437,0,5373788,,50000000,,0,1561250,400651571,,,,,,,,,,,,,,,,,,,,,,
06/07/2020,0,25600333,109913779,10617277,50996319,41767922,155672,22356079,36595887,,50000,0,0,0,5109335,,82520000,,80270177,3011900,468964680,,,,,,,,,,,,,,,,,,,,,,
07/07/2020,0,4985680,19760694,12955248,44024221,32455084,0,12776328,49000000,,0,84000,10000000,0,13654846,,50418000,,14848177,290807,265253085,,,,,,,,,,,,,,,,,,,,,,
08/07/2020,0,6980613,29919418,4806882,6847632,30263707,0,12103603,10033351,,0,0,10000000,0,158481062,,10418000,,0,2465121,282319389,,,,,,,,,,,,,,,,,,,,,,
09/07/2020,0,6936094,47216146,1851294,12978717,55217080,607718,7576987,38583000,,0,1000,0,0,74722648,,0,,15000000,9869294,270559978,,,,,,,,,,,,,,,,,,,,,,
10/07/2020,0,798755,46150927,39902399,12742453,115342540,222541,15457318,34634629,,472081,10638894,4800000,0,102792162,,3080000,,15000000,2680888,404715587,,,,,,,,,,,,,,,,,,,,,,
13/07/2020,0,1148292,54498403,30094410,6325782,292120403,190778,188200329,52808489,,0,0,204800000,10612,65917753,,4100975,,0,3528367,903744593,,,,,,,,,,,,,,,,,,,,,,
14/07/2020,0,3638405,67410521,30380006,5998896,108867295,6390778,269835594,361364,,0,0,260000000,0,155025000,,10515806,,2955,4733487,923160107,,,,,,,,,,,,,,,,,,,,,,
15/07/2020,0,18510408,67214516,31963728,3111544,243131511,334419,71231221,48000000,,0,0,160000000,9841,52054077,,18900000,,987039,1840652,717288956,,,,,,,,,,,,,,,,,,,,,,
16/07/2020,0,4425211,125819684,21239575,135836912,241737881,334419,14694999,27217500,,1866686,0,80245150,0,115904541,,18900000,,12141623,0,800364181,,,,,,,,,,,,,,,,,,,,,,
17/07/2020,0,16071031,38264366,13721569,158885887,86675826,0,7230000,53847432,,0,0,141068354,0,12639874,,38923702,,14131632,2843675,584303348,,,,,,,,,,,,,,,,,,,,,,
20/07/2020,0,18382835,154832801,876206,54669031,53321341,142286,57387041,35042877,,3677392,0,68277556,2000000,5989921,,30704137,,5267633,956762,491527819,,,,,,,,,,,,,,,,,,,,,,
21/07/2020,0,37989843,78364910,15721951,39570349,8529828,1917765,23787801,6266653,,0,0,71381709,1305911,6235803,,30000000,,929387,1897166,323899076,,,,,,,,,,,,,,,,,,,,,,
22/07/2020,0,32693765,20508761,1848527,60468172,18607495,1917765,14236756,37862554,,219615,0,41500000,1305911,21331530,,50000000,,103879,0,302604730,,,,,,,,,,,,,,,,,,,,,,
23/07/2020,0,23508079,27934781,6556062,61155691,28291830,2614813,98522593,21762058,,151955,0,60087103,0,5750863,,0,,0,1924709,338260537,,,,,,,,,,,,,,,,,,,,,,
24/07/2020,0,12359561,36453616,10654815,14954058,2505401,3350637,55957800,18254716,,0,0,61801556,0,13397155,,0,,0,134683,229823998,,,,,,,,,,,,,,,,,,,,,,
27/07/2020,0,73130907,10434188,12550145,14502557,26593785,0,24985132,9059077,,0,0,27912746,0,2114500,,0,,16092253,0,217375290,,,,,,,,,,,,,,,,,,,,,,
28/07/2020,0,9833282,31987637,17421233,15204616,5633335,0,12499398,18368173,,2850410,0,11754989,0,11644068,,20000000,,6174347,0,163371488,,,,,,,,,,,,,,,,,,,,,,
29/07/2020,0,72095942,13997365,282181,21250936,6628948,1202220,14697709,19610999,,0,0,26654928,0,13893821,,47130000,,8985464,0,246430513,,,,,,,,,,,,,,,,,,,,,,
30/07/2020,0,31614772,37339645,14671468,21606242,10047680,0,13131391,19047857,,1202439,0,46842878,0,2376624,,13101744,,2784726,2000000,215767466,,,,,,,,,,,,,,,,,,,,,,
03/08/2020,0,25973444,52433554,10729004,112370992,99312342,2700000,6204350,13530559,,1608673,0,600000,69098,253581,,67950,,93918,2066713,328014178,,,,,,,,,,,,,,,,,,,,,,
05/08/2020,0,41564722,59668294,25680618,18290217,20198504,0,15639195,18443966,,2183294,5000000,66972098,69098,407358,,0,,0,69920000,344037364,,,,,,,,,,,,,,,,,,,,,,
06/08/2020,0,15280307,12563476,10720792,14460014,2000000,0,8961133,37232087,,2928105,5103554,114602884,0,17909109,,51444,,337806,0,242150711,,,,,,,,,,,,,,,,,,,,,,
07/08/2020,0,18813156,54515052,6998950,25160042,20058879,0,6693700,5241953,,0,5001600,107426485,71157,23483970,,0,,50292,0,273515236,,,,,,,,,,,,,,,,,,,,,,
10/08/2020,0,3159344,44637404,8402793,7787035,62193096,0,8730045,60963584,,0,2107000,2479217,0,8811113,,192998,,4000000,255424,213719053,,,,,,,,,,,,,,,,,,,,,,
11/08/2020,0,21333026,35511518,9701604,40786677,2266948,0,2797031,94475388,,0,568125,71314589,0,4546217,,1020127,,22985,109260,284453495,,,,,,,,,,,,,,,,,,,,,,
12/08/2020,0,378472,27761429,5892768,47054247,61204042,523181,5738480,72774566,,300766,26200,31727490,0,4204999,,0,,162092,0,257748732,,,,,,,,,,,,,,,,,,,,,,
13/08/2020,0,11703535,66049406,13296317,25008082,13248407,3129368,5897771,19541179,,0,69000,25033636,0,207704,,0,,412388,0,183596793,,,,,,,,,,,,,,,,,,,,,,
14/08/2020,0,8644236,65811450,9155038,3792544,8109809,0,3579812,48851141,,1257630,0,12915477,0,2021270,,0,,355148,0,164493555,,,,,,,,,,,,,,,,,,,,,,
17/08/2020,0,12531401,86407048,98265382,4414322,9261781,0,11536276,61908103,,394862,300000,0,200000,20951407,,31014120,,770157,0,337954859,,,,,,,,,,,,,,,,,,,,,,
18/08/2020,0,20836686,63492275,100002361,3227856,31110227,0,28202443,29239841,2221202,0,0,10000000,200000,115500,,0,,0,0,288648391,,,,,,,,,,,,,,,,,,,,,,
19/08/2020,0,525772,9204462,83495597,801511,22424094,0,28127750,12818080,7884260,0,210000,30098781,0,1217094,,84028,,716335,0,197607764,,,,,,,,,,,,,,,,,,,,,,
20/08/2020,0,108647,30695360,94789839,3933182,29602227,0,21195297,73227471,400987,4025343,480809,3011792,0,51000,,1987120,,0,0,263509074,,,,,,,,,,,,,,,,,,,,,,
21/08/2020,0,23961317,29478332,40966979,5565151,19989181,0,12100467,742092,17500604,3313705,0,431000,0,133937,,0,,0,0,154182765,,,,,,,,,,,,,,,,,,,,,,
24/08/2020,0,20766197,76730346,13521550,57613043,10812291,0,6594750,14743529,6953084,0,312093,15000000,0,3619533,,0,,320953,0,226987369,,,,,,,,,,,,,,,,,,,,,,
25/08/2020,0,13953804,19305058,22495815,24356964,2261802,371395,22401978,44171341,285000,0,0,17066850,0,911419,,0,,0,30500,167611926,,,,,,,,,,,,,,,,,,,,,,
26/08/2020,0,10748010,43735726,9568006,28307085,5171109,371395,3796410,51673460,2876623,0,465030,6843148,0,137252,,0,,12405995,0,176099249,,,,,,,,,,,,,,,,,,,,,,
27/08/2020,0,4977772,39207631,29741098,7008642,18311143,0,8098585,71811386,13082052,853976,101000,5955665,0,292251,,9819000,,0,0,209260201,,,,,,,,,,,,,,,,,,,,,,
28/08/2020,0,17732356,48531284,39974551,13039398,13925707,0,602737,41010766,11591630,0,0,19360308,0,4803400,,9819000,,0,1835265,222226402,,,,,,,,,,,,,,,,,,,,,,
31/08/2020,0,63283841,63809025,46512407,57139528,3000000,9970676,5996657,8582100,5226153,73683,0,27274072,32948,10480690,,4928728,,10515796,3379760,320206064,,,,,,,,,,,,,,,,,,,,,,
01/09/2020,0,17893577,39420284,71227422,33117109,4923064,53735,4218236,21135756,11400000,1366773,19000,8616520,0,16821785,,1000000,,2200000,3473817,236887078,,,,,,,,,,,,,,,,,,,,,,
02/09/2020,0,1510772,37839425,31162865,11891381,5900000,107466,6962982,10045228,532491,0,0,4774829,0,6717590,,32000000,,3000000,4843275,157288304,,,,,,,,,,,,,,,,,,,,,,
03/09/2020,0,1039059,57314831,27528722,16497560,345968,660000,6182972,60785035,3183721,153313,0,5243607,0,152500,,7000000,,3000000,196123,189283411,,,,,,,,,,,,,,,,,,,,,,
04/09/2020,0,9360676,65629461,29150778,34744604,1276135,3470222,20763533,13112754,3248979,0,0,11076466,0,819270,,6000000,,5000000,3000000,206652878,,,,,,,,,,,,,,,,,,,,,,
07/09/2020,0,37864361,46615248,8404524,21157277,1542642,0,112182288,1008536,2681996,78578,0,4030973,,239987,,1115000,,2000000,4500000,243421410,,,,,,,,,,,,,,,,,,,,,,
08/09/2020,0,700407,85359973,12806941,41580018,4828000,0,15668183,11661890,34666756,0,50000,0,0,258000,,1115000,,2893814,7248152,218837134,,,,,,,,,,,,,,,,,,,,,,
09/09/2020,0,48542551,90266696,28456203,27728992,4581928,0,180805626,4069624,30562326,50000,0,3406686,0,6704496,,9115000,,3000000,0,437290128,,,,,,,,,,,,,,,,,,,,,,
10/09/2020,0,4536633,92498061,145414777,4137084,7986468,0,184468331,65101028,283300,0,0,1336853,0,831000,,9074749,,3043277,0,518711561,,,,,,,,,,,,,,,,,,,,,,
11/09/2020,0,27561853,40709462,571836625,25672163,9096683,0,25416466,15055205,5018100,820730,17760000,3850631,0,5659051,,8000000,,3000000,0,759456969,,,,,,,,,,,,,,,,,,,,,,
14/09/2020,0,200034,13048685,468500160,7049581,11796000,13192,10044660,15092479,15040000,244913,0,4432000,0,5344600,,0,,50714,0,550857018,,,,,,,,,,,,,,,,,,,,,,
15/09/2020,0,6569806,91247375,14909277,24736785,14048994,0,6130468,26531814,24183199,100349,0,9104740,0,1629261,,11600000,,696879,0,231488947,,,,,,,,,,,,,,,,,,,,,,
16/09/2020,0,38387845,56799940,11707382,37832070,45693535,579318,1402682,49173383,10061228,0,0,12714200,1000000,2627155,,10000000,,6762895,1653026,286394659,,,,,,,,,,,,,,,,,,,,,,
17/09/2020,0,10308355,73302198,11119084,66084441,45669245,606835,10389840,17013000,10561228,0,0,26335969,0,9070570,,5000000,,2467842,2245648,290174255,,,,,,,,,,,,,,,,,,,,,,
18/09/2020,0,31172958,114041662,59100729,371445194,45392214,111600,3536734,47946689,1689484,0,0,26341018,0,1135414,,9550990,,525088,6412046,718401820,,,,,,,,,,,,,,,,,,,,,,
22/09/2020,0,44078826,43591007,150284365,53448248,14782469,0,3881382,45627917,12896900,531060,0,27500000,0,741169,,17315000,,3327910,1716332,419722585,,,,,,,,,,,,,,,,,,,,,,
23/09/2020,0,5428607,86846372,99185317,74750883,35432100,1921029,20280044,45511841,121770782,0,350000,16947508,1000000,453963,,12456990,,39878,5052780,527428094,,,,,,,,,,,,,,,,,,,,,,
24/09/2020,0,21602153,46944418,13840914,52798713,41169089,30000,9094419,31036641,7794000,1497597,350000,41037000,0,3177736,,1024889,,5006776,0,276404345,,,,,,,,,,,,,,,,,,,,,,
25/09/2020,0,3071362,53954091,126041687,42126567,95741630,0,2540281,57158459,11336195,0,0,58808295,0,3673449,,1151243,,0,7278001,462881260,,,,,,,,,,,,,,,,,,,,,,
28/09/2020,0,6789157,103934521,41569573,86639224,81774779,390593,9890277,55968151,87484070,1078000,0,11040000,1000000,12765141,,15546342,,0,495495,516365323,,,,,,,,,,,,,,,,,,,,,,
29/09/2020,0,16706739,212874365,25427585,69769073,20943760,0,10122613,59242559,8154199,1325204,0,5686600,0,11220147,,52724000,,985012,0,495181856,,,,,,,,,,,,,,,,,,,,,,
30/09/2020,0,44220987,54696999,132174992,130760503,23413040,3799923,31971151,58414019,22908525,467544,0,8172000,0,14478364,,39788806,,0,9490696,574757549,,,,,,,,,,,,,,,,,,,,,,
01/10/2020,0,571787,57313782,71272941,104398064,30770917,0,43164078,2197568,10499466,0,0,4454300,0,116985104,,21757748,,0,1561250,464947005,,,,,,,,,,,,,,,,,,,,,,
02/10/2020,0,44503966,118517493,5965163,247049352,31717207,0,54553125,8102144,210423,0,0,20970500,0,491108,,0,,0,0,532080481,,,,,,,,,,,,,,,,,,,,,,
05/10/2020,0,5282372,107833566,58214435,24388683,5358430,0,57442000,17034876,0,287659,0,39960700,0,24176423,,12682297,,2241764,4660064,359563269,,,,,,,,,,,,,,,,,,,,,,
06/10/2020,0,5032322,163229642,76990802,60938535,3372990,0,65403882,51025202,687178,94613,0,20021000,0,12882131,,18319828,,60000000,0,537998125,,,,,,,,,,,,,,,,,,,,,,
07/10/2020,0,41700,63066908,201777718,90590664,19126829,0,400712678,50542932,4700408,0,0,1000000,0,2867100,,18013153,,55000000,455886,907895976,,,,,,,,,,,,,,,,,,,,,,
08/10/2020,0,127969,26564283,73726850,40124782,48683409,0,38560338,19284310,3549570,0,0,974000,0,7170506,,8336154,,5000000,5108781,277210952,,,,,,,,,,,,,,,,,,,,,,
09/10/2020,0,10340215,51985848,48104949,48809396,55854566,0,62541078,69167022,0,0,0,20109607,0,11446638,,7731554,,70000000,4465332,460556205,,,,,,,,,,,,,,,,,,,,,,
12/10/2020,0,11534491,98746322,47685505,87527389,32372986,0,3238882,39074680,0,0,0,3500000,0,12661885,,0,,110000000,120233,446462373,,,,,,,,,,,,,,,,,,,,,,
13/10/2020,0,38868,87735778,37746480,8200626,27878554,0,2594285,108583867,0,314000,0,20804720,0,7557745,,195594,,20000000,837168,322487685,,,,,,,,,,,,,,,,,,,,,,
14/10/2020,0,31849,34838650,11381129,5347369,26386985,0,10110000,33304897,0,0,0,0,0,900500,,453935,,55889528,1372661,180017503,,,,,,,,,,,,,,,,,,,,,,
15/10/2020,0,15134801,59972744,27194600,32954607,24573052,0,26132941,29077807,898175,0,0,256389,0,5687790,,0,,25063862,1599203,248545971,,,,,,,,,,,,,,,,,,,,,,
16/10/2020,0,29086400,121134125,47608590,6729298,195500,0,10651688,60784245,0,0,0,5019132,0,25122300,,117355,,41740010,1121183,349309826,,,,,,,,,,,,,,,,,,,,,,
19/10/2020,0,11747603,109797215,49347252,17432203,11289773,30000,955142,44095062,50000000,2400000,0,5473500,98213,1830750,,538572,,978680,43918,306057883,,,,,,,,,,,,,,,,,,,,,,
20/10/2020,0,27000908,123577296,50964504,16286050,31411753,10797,5686157,31360682,2574942,55031,0,0,0,8838693,,259066,,46444,0,298072323,,,,,,,,,,,,,,,,,,,,,,
21/10/2020,0,39618818,53153864,42401898,11549248,22590819,117233,5392784,78740255,1476848,0,0,0,0,4251047,,80000,,5000000,2000000,266372814,,,,,,,,,,,,,,,,,,,,,,
22/10/2020,0,10564897,103829234,13641882,12629089,41757499,117233,22719790,80769081,1306848,0,23372934,631789,0,40346325,,814558,,3380886,2134683,358016728,,,,,,,,,,,,,,,,,,,,,,
23/10/2020,0,21593968,124063288,47642762,529040796,43500710,15000000,21657242,57929960,9261007,0,26491734,800000,0,40714104,,0,,5108409,60166,942864146,,,,,,,,,,,,,,,,,,,,,,
26/10/2020,0,1461006,39545517,40236413,462139060,18074948,15000000,7842757,121915168,10499349,0,4597086,3157732,0,4849178,,2050828,,9501493,0,740870535,,,,,,,,,,,,,,,,,,,,,,
27/10/2020,0,4071459,93123982,18138447,20399383,11878940,0,33672357,56864850,48593936,373710,114973,2815543,0,5311132,,2183059,,31049327,0,328591098,,,,,,,,,,,,,,,,,,,,,,
28/10/2020,0,3462571,68256413,11353587,38425648,5135186,560798,41737183,7406692,63294004,0,2742746,28532,0,4627684,,0,,15855480,1099049,263985573,,,,,,,,,,,,,,,,,,,,,,
29/10/2020,0,139120,70275007,45646034,15122157,30271982,2198470,43661055,153628675,57756641,2944532,0,179377,,4804288,,2000000,,3065948,1000000,432693286,,,,,,,,,,,,,,,,,,,,,,
30/10/2020,0,12982,53467095,61719465,21606387,84479585,2103921,248063164,68706113,15750757,0,0,1074300,0,19772724,,2265000,,19219031,233889,598474413,,,,,,,,,,,,,,,,,,,,,,
02/11/2020,0,3837933,62577346,15682305,9642552,22023193,4913,100575521,99079191,64340083,0,107175,9541,0,11994935,,4106000,,32709135,0,426689823,,,,,,,,,,,,,,,,,,,,,,
03/11/2020,0,500000,6090452,13030657,6252264,83907315,3516063,67468610,36458265,9297985,4330635,2087325,20200000,0,5640969,,6530200,,10000000,0,275310740,,,,,,,,,,,,,,,,,,,,,,
04/11/2020,0,553644,84180473,21143144,159003006,26286573,2015321,71461574,20012108,84137,0,912675,0,0,4634504,,0,,83334,0,390370493,,,,,,,,,,,,,,,,,,,,,,
05/11/2020,0,5821,28053179,53016945,111545489,8504901,796734,87217963,87006018,26785098,0,3000000,21144095,0,31019350,,48570000,,23937936,0,530603529,,,,,,,,,,,,,,,,,,,,,,
06/11/2020,0,243762,70849499,54127606,25191894,3620729,2148310,40086548,11691281,42508804,0,71152,415953,0,23277286,,15577998,,23581000,255424,313647246,,,,,,,,,,,,,,,,,,,,,,
09/11/2020,0,30082820,66185493,68968638,47430415,16816766,4872243,38196975,39067678,29500000,0,3000000,0,0,48752890,,42556240,,36592078,0,472022236,,,,,,,,,,,,,,,,,,,,,,
10/11/2020,0,555000,47993870,92157592,358539090,34993729,450274,84879638,79984579,29981857,93653,0,0,0,28957925,,75466300,,48309000,39981,882402488,,,,,,,,,,,,,,,,,,,,,,
11/11/2020,0,15642,49437725,100157603,36644925,13994748,0,5106836,49877830,1722,0,0,1015000,0,11647573,,22251291,,0,0,290150895,,,,,,,,,,,,,,,,,,,,,,
12/11/2020,0,15641,58802676,46409006,54311746,19808790,1265372,27101208,51683894,0,0,0,1696448,0,13171503,,0,,0,0,274266284,,,,,,,,,,,,,,,,,,,,,,
13/11/2020,0,1380135,84262079,71747498,102043330,2794677,2216134,19855775,21806556,134165,1663408,0,3304627,0,23951229,,0,,9755,5000000,340169368,,,,,,,,,,,,,,,,,,,,,,
16/11/2020,0,14394,67786296,12136200,139526370,13818554,0,43233515,8639737,4847018,0,130688,2347000,0,109460744,,0,,923490,5000000,407864006,,,,,,,,,,,,,,,,,,,,,,
17/11/2020,0,3494,73059343,42787886,112405029,11014275,0,9028938,6261406,12171348,6786668,0,1909287,0,177028463,,1797280,,1268290,5000000,460521707,,,,,,,,,,,,,,,,,,,,,,
18/11/2020,0,19197,131470553,19443438,44600542,12167643,2899,1152290,5906480,98370908,5444,5000000,0,0,71750600,,1449668,,0,1000000,392339662,,,,,,,,,,,,,,,,,,,,,,
19/11/2020,0,1215,79001226,60673861,75679195,15724761,123785,811710,12620472,7947067,2306412,18230000,100000,0,1869789,,32685329,,2218,0,307777040,,,,,,,,,,,,,,,,,,,,,,
20/11/2020,0,3114761,39614513,44538066,106558976,60826151,7378642,11183186,7546604,1545179,17361049,48148857,797229,0,58651467,,0,,232885,2196123,409693688,,,,,,,,,,,,,,,,,,,,,,
23/11/2020,0,0,263921366,12233103,43828465,19726410,700000,2237548,15366169,2809363,1184054,54648101,0,0,6147224,,5300000,,173599,2000000,430275402,,,,,,,,,,,,,,,,,,,,,,
24/11/2020,0,0,44951309,52120952,49418351,3611600,700000,133620387,30945828,3647765,0,25000000,100000,0,792078,,5300000,,245081,0,350453351,,,,,,,,,,,,,,,,,,,,,,
25/11/2020,0,5538,60920389,38187129,166441459,7764152,5781000,32294397,14426740,6473640,777064,10000000,65000,0,11911366,,0,,4609294,0,359657168,,,,,,,,,,,,,,,,,,,,,,
26/11/2020,0,3697000,55789075,52812909,87425139,324080,0,51947258,7800300,21962000,2874100,2000000,0,0,50000,,0,,5945647,0,292627508,,,,,,,,,,,,,,,,,,,,,,
27/11/2020,0,94665,59053925,76949920,155607993,15725775,9811510,166199103,41992188,130542571,224142,2817289,1937400,0,16580478,,300000000,,0,222234,977759193,,,,,,,,,,,,,,,,,,,,,,
30/11/2020,0,129970,201150639,74350493,79162259,327644,9700000,50720141,13265328,15319706,112071,82800,580000,0,1828230,,100095845,,142424,511650,547479200,,,,,,,,,,,,,,,,,,,,,,
01/12/2020,0,0,87308484,60543389,59135681,691700,2465016,5463669,54058066,6258000,6212177,447431,0,0,7216027,,100000000,,0,2708224,392507864,,,,,,,,,,,,,,,,,,,,,,
02/12/2020,0,0,142286035,68918660,78685676,20220000,0,10805135,12802970,20073901,985852,112178,4736566,0,6391149,,70000000,,0,1259223,437277345,,,,,,,,,,,,,,,,,,,,,,
03/12/2020,0,0,142286035,68918660,78685676,20220000,0,10805135,12802970,20073901,985852,112178,4736566,0,6391149,,70000000,,0,1259223,437277345,,,,,,,,,,,,,,,,,,,,,,
04/12/2020,0,0,21386904,7798867,197873815,61055977,4837,22338361,186267325,18888584,0,4985,7638967,0,10255695,,23548600,,0,0,557062917,,,,,,,,,,,,,,,,,,,,,,
08/12/2020,0,0,43102916,92625684,403197732,38530198,0,43734496,284638695,17410229,0,0,0,0,29787577,,70000000,,0,0,1023027527,,,,,,,,,,,,,,,,,,,,,,
09/12/2020,0,0,93824386,19806812,309844281,1718783,0,55523929,180543315,1137306,0,30024999,1918208,0,6087299,,0,,2085192,173954,702688464,,,,,,,,,,,,,,,,,,,,,,
10/12/2020,0,0,66821632,12426316,188973676,135795,0,31156087,280140967,39599498,0,0,938826,0,10323668,,16475649,,1249886,100000,648342000,,,,,,,,,,,,,,,,,,,,,,
11/12/2020,0,0,102898683,38335778,177748392,6871125,20443.72,27143669,143904806,72977786,1989651.46,194045,5937143,0,18772218.37,,81048038,,960929,333214,679135921.6,,,,,,,,,,,,,,,,,,,,,,
14/12/2020,0,0,108895372,20489604,183111480,43476890,6200000,107977896,81791142,9925229,432788,0,604886,0,37648286,,188271400,,0,0,788824973,,,,,,,,,,,,,,,,,,,,,,
15/12/2020,0,0,67039076,10444322,174023714,41804173,0,117428404,291339038,6124043,0,221920,38200000,0,761068,,32343434,,35300000,0,815029192,,,,,,,,,,,,,,,,,,,,,,
16/12/2020,0,0,63116246,16206111,88507462,92948803,40300,79804365,158767331,431910,437045,2444496,10700444,0,63446768,,0,,0,0,576851281,,,,,,,,,,,,,,,,,,,,,,
17/12/2020,0,0,59600871,14260878,76553574,25336682,2451302,69799586,178014000,30695146,2928430,200000,20150000,0,614024369,,41467,,2374209,595971,1097026485,,,,,,,,,,,,,,,,,,,,,,
18/12/2020,0,0,41878411,19827450,114999915,6350063,900000,90762561,33891869,68991572,750000,0,58563000,0,499883,,0,,35300000,1307258,474021982,,,,,,,,,,,,,,,,,,,,,,
21/12/2020,0,0,97273006,15285076,237566000,2462042,0,7460529,10525000,61834000,500000,2033867,4048253,0,89105131,,6564000,,0,700000,535356904,,,,,,,,,,,,,,,,,,,,,,
22/12/2020,0,0,145015020,26915215,320356963,25976110,0,7627364,111340938,10545865,3793090,20155087,650936,0,49520618,,3289909,,134652,35404471,760726238,,,,,,,,,,,,,,,,,,,,,,
23/12/2020,0,0,150003974,17828667,393195382,13283402,299669,29844400,228950880,186738,0,30000000,2173891,0,1887380,,200000,,813269,1756765,870424417,,,,,,,,,,,,,,,,,,,,,,
24/12/2020,0,0,170826833,40171880,108991642,14516396,0,38238624,15501114,9538270,0,18628876,15481199,0,2134617,,1588016,,155867,5721283,441494617,,,,,,,,,,,,,,,,,,,,,,
29/12/2020,0,0,40919366,15017223,78418924,19741,0,77034668,170315025,235300,0,1177003,0,0,22104628,,16853,,98024,2394472,407751227,,,,,,,,,,,,,,,,,,,,,,
