Trade Date,Share code,Closing Price vwap (GHS),Price change(GHS),Total shares traded,Total value traded (GHS)
12/07/2021,TOTAL,3.65,0,0,0
12/07/2021,TLW,11.92,0,0,0
12/07/2021,UNIL,3,0,0,0
12/07/2021,AADS,0.41,0,0,0
12/07/2021,SCB PREF,0.87,0,0,0
12/07/2021,GLD,97.3,0,0,0
12/07/2021,SAMBA,0.55,0,0,0
12/07/2021,MMH,0.11,0,0,0
12/07/2021,HORDS,0.1,0,0,0
12/07/2021,IIL,0.05,0,0,0
12/07/2021,DIGICUT,0.09,0,0,0
12/07/2021,POP,0.65,0,0,0
12/07/2021,TOTAL,,,14100,19383.33
13/07/2021,ACCESS,3.49,0,0,0
13/07/2021,ADB,5.06,0,0,0
13/07/2021,AGA,37,0,0,0
13/07/2021,ALW,0.1,0,0,0
13/07/2021,BOPP,2.26,0.01,1151,2601.26
13/07/2021,CAL,0.7,0,592569,414798.3
13/07/2021,CLYD,0.03,0,0,0
13/07/2021,CMLT,0.11,0,0,0
13/07/2021,CPC,0.03,0,0,0
13/07/2021,DASPHARMA,0.4,0,0,0
13/07/2021,EGH,7,0,27,189
13/07/2021,EGL,1.8,0,0,0
13/07/2021,ETI,0.06,0,10000,600
13/07/2021,FML,1.35,0,0,0
13/07/2021,GCB,5.4,0,67,361.8
13/07/2021,GGBL,1.29,0,0,0
13/07/2021,GOIL,1.55,0,1800,2790
13/07/2021,GSR,9.5,0,0,0
13/07/2021,MAC,5.98,0,0,0
13/07/2021,MLC,1.21,0.01,61650,74549
13/07/2021,MTNGH,0.03,0,0,0
13/07/2021,PBC,0.45,0,300,135
13/07/2021,RBGH,18.6,0,0,0
13/07/2021,SCB,0.07,0,0,0
13/07/2021,SIC,0.95,0,500,475
13/07/2021,SOGEGH,0.05,0,0,0
13/07/2021,SWL,0.34,0,0,0
13/07/2021,TBL,3.65,0,0,0
13/07/2021,TOTAL,11.92,0,0,0
13/07/2021,TLW,2.99,-0.01,136980,409570.2
13/07/2021,UNIL,0.41,0,0,0
13/07/2021,AADS,0.87,0,0,0
13/07/2021,SCB PREF,97.3,0,0,0
13/07/2021,GLD,0.55,0,0,0
13/07/2021,SAMBA,0.11,0,0,0
13/07/2021,MMH,0.1,0,0,0
13/07/2021,HORDS,0.05,0,0,0
13/07/2021,IIL,0.09,0,0,0
13/07/2021,DIGICUT,0.65,0,0,0
13/07/2021,TOTAL,,,805044,906069.56
14/07/2021,ACCESS,3.49,0,0,0
14/07/2021,ADB,5.06,0,0,0
14/07/2021,AGA,37,0,0,0
14/07/2021,ALW,0.1,0,0,0
14/07/2021,BOPP,2.26,0,350,805
14/07/2021,CAL,0.7,0,2571,1799.7
14/07/2021,CLYD,0.03,0,0,0
14/07/2021,CMLT,0.11,0,0,0
14/07/2021,CPC,0.03,0,0,0
14/07/2021,DASP,0.4,0,0,0
14/07/2021,EGH,7,0,0,0
14/07/2021,EGL,1.8,0,0,0
14/07/2021,ETI,0.06,0,2000,120
14/07/2021,FML,1.35,0,0,0
14/07/2021,GCB,5.4,0,909,4908.6
14/07/2021,GGBL,1.29,0,100,129
14/07/2021,GOIL,1.55,0,0,0
14/07/2021,GSR,9.5,0,0,0
14/07/2021,MAC,5.98,0,0,0
14/07/2021,MTNGH,1.21,0,2038,2465.98
14/07/2021,PBC,0.03,0,0,0
14/07/2021,RBGH,0.45,0,0,0
14/07/2021,SCB,18.6,0,0,0
14/07/2021,SIC,0.07,0,0,0
14/07/2021,SOGEGH,0.95,0,0,0
14/07/2021,SWL,0.05,0,0,0
14/07/2021,TBL,0.34,0,0,0
14/07/2021,TOTAL,3.65,0,0,0
14/07/2021,TLW,11.92,0,0,0
14/07/2021,UNIL,2.7,-0.29,5000,13500
14/07/2021,AADS,0.41,0,0,0
14/07/2021,SCB PREF,0.87,0,0,0
14/07/2021,GLD,97.3,0,0,0
14/07/2021,SAMBA,0.55,0,0,0
14/07/2021,MMH,0.11,0,0,0
14/07/2021,HORDS,0.1,0,0,0
14/07/2021,IIL,0.05,0,0,0
14/07/2021,DIGICUT,0.09,0,0,0
14/07/2021,POP,0.65,0,0,0
14/07/2021,TOTAL,,,12968,23728.28
15/07/2021,ACCESS,3.49,0,0,0
15/07/2021,ADB,5.06,0,0,0
15/07/2021,AGA,37,0,0,0
15/07/2021,ALW,0.1,0,0,0
15/07/2021,BOPP,2.4,0.14,1004,2409.6
15/07/2021,CAL,0.7,0,0,0
15/07/2021,CLYD,0.03,0,0,0
15/07/2021,CMLT,0.11,0,0,0
15/07/2021,CPC,0.03,0,0,0
15/07/2021,DASP,0.4,0,0,0
15/07/2021,EGH,7,0,0,0
15/07/2021,EGL,1.8,0,0,0
15/07/2021,ETI,0.06,0,0,0
15/07/2021,FML,1.35,0,0,0
15/07/2021,GCB,5.4,0,0,0
15/07/2021,GGBL,1.29,0,0,0
15/07/2021,GOIL,1.55,0,0,0
15/07/2021,GSR,9.5,0,0,0
15/07/2021,MAC,5.98,0,0,0
15/07/2021,MTNGH,1.21,0,3900,4719
15/07/2021,PBC,0.03,0,0,0
15/07/2021,RBGH,0.45,0,0,0
15/07/2021,SCB,18.6,0,0,0
15/07/2021,SIC,0.07,0,0,0
15/07/2021,SOGEGH,0.95,0,5000,4750
15/07/2021,SWL,0.05,0,0,0
15/07/2021,TBL,0.34,0,0,0
15/07/2021,TOTAL,3.65,0,0,0
15/07/2021,TLW,11.92,0,0,0
15/07/2021,UNIL,2.43,-0.27,5000,12150
15/07/2021,AADS,0.41,0,0,0
15/07/2021,SCB PREF,0.87,0,0,0
15/07/2021,GLD,97.3,0,0,0
15/07/2021,SAMBA,0.55,0,0,0
15/07/2021,MMH,0.11,0,0,0
15/07/2021,HORDS,0.1,0,0,0
15/07/2021,IIL,0.05,0,0,0
15/07/2021,DIGICUT,0.09,0,0,0
15/07/2021,POP,0.65,0,0,0
15/07/2021,TOTAL,,,14904,24028.6
16/07/2021,ACCESS,3.49,0,0,0
16/07/2021,ADB,5.06,0,0,0
16/07/2021,AGA,37,0,0,0
16/07/2021,ALW,0.1,0,0,0
16/07/2021,BOPP,2.4,0,0,0
16/07/2021,CAL,0.7,0,78787,55150.9
16/07/2021,CLYD,0.03,0,1000,30
16/07/2021,CMLT,0.11,0,0,0
16/07/2021,CPC,0.03,0,0,0
16/07/2021,DASP,0.4,0,0,0
16/07/2021,EGH,7,0,0,0
16/07/2021,EGL,1.8,0,0,0
16/07/2021,ETI,0.06,0,0,0
16/07/2021,FML,1.35,0,0,0
16/07/2021,GCB,5.4,0,300,1620
16/07/2021,GGBL,1.29,0,0,0
16/07/2021,GOIL,1.55,0,1407,2180.85
16/07/2021,GSR,9.5,0,0,0
16/07/2021,MAC,5.98,0,0,0
16/07/2021,MTNGH,1.2,-0.01,1524127,1829172.7
16/07/2021,PBC,0.03,0,0,0
16/07/2021,RBGH,0.45,0,0,0
16/07/2021,SCB,18.6,0,0,0
16/07/2021,SIC,0.07,0,0,0
16/07/2021,SOGEGH,0.95,0,4034,3832.3
16/07/2021,SWL,0.05,0,0,0
16/07/2021,TBL,0.34,0,0,0
16/07/2021,TOTAL,3.65,0,0,0
16/07/2021,TLW,11.92,0,0,0
16/07/2021,UNIL,2.19,-0.24,18555,40635.45
16/07/2021,AADS,0.41,0,0,0
16/07/2021,SCB PREF,0.87,0,0,0
16/07/2021,GLD,97.3,0,0,0
16/07/2021,SAMBA,0.55,0,0,0
16/07/2021,MMH,0.11,0,0,0
16/07/2021,HORDS,0.1,0,0,0
16/07/2021,IIL,0.05,0,0,0
16/07/2021,DIGICUT,0.09,0,0,0
16/07/2021,POP,0.65,0,0,0
16/07/2021,TOTAL,,,1628210,1932622.2
19/07/2021,ACCESS,3.49,0,0,0
19/07/2021,ADB,5.06,0,0,0
19/07/2021,AGA,37,0,0,0
19/07/2021,ALW,0.1,0,0,0
19/07/2021,BOPP,2.4,0,0,0
19/07/2021,CAL,0.7,0,0,0
19/07/2021,CLYD,0.03,0,0,0
19/07/2021,CMLT,0.11,0,0,0
19/07/2021,CPC,0.03,0,0,0
19/07/2021,DASP,0.4,0,0,0
19/07/2021,EGH,7,0,0,0
19/07/2021,EGL,1.8,0,0,0
19/07/2021,ETI,0.06,0,0,0
19/07/2021,FML,1.35,0,0,0
19/07/2021,GCB,5.4,0,410,2214
19/07/2021,GGBL,1.29,0,0,0
19/07/2021,GOIL,1.55,0,0,0
19/07/2021,GSR,9.5,0,0,0
19/07/2021,MAC,5.98,0,0,0
19/07/2021,MTNGH,1.2,0,5591402,6709682.4
19/07/2021,PBC,0.03,0,0,0
19/07/2021,RBGH,0.45,0,180,81
19/07/2021,SCB,18.6,0,0,0
19/07/2021,SIC,0.07,0,0,0
19/07/2021,SOGEGH,0.95,0,1500,1425
19/07/2021,SWL,0.05,0,0,0
19/07/2021,TBL,0.34,0,0,0
19/07/2021,TOTAL,3.65,0,0,0
19/07/2021,TLW,11.92,0,0,0
19/07/2021,UNIL,2,-0.19,1066730,213279.86
19/07/2021,AADS,0.41,0,0,0
19/07/2021,SCB PREF,0.87,0,0,0
19/07/2021,GLD,97.3,0,0,0
19/07/2021,SAMBA,0.55,0,0,0
19/07/2021,MMH,0.11,0,0,0
19/07/2021,HORDS,0.1,0,0,0
19/07/2021,IIL,0.05,0,0,0
19/07/2021,DIGICUT,0.09,0,0,0
19/07/2021,POP,0.65,0,0,0
19/07/2021,TOTAL,,,6660222,6926682.26
19/07/2021,ACCESS,3.49,0,0,0
19/07/2021,ADB,5.06,0,0,0
19/07/2021,AGA,37,0,0,0
19/07/2021,ALW,0.1,0,0,0
19/07/2021,BOPP,2.4,0,0,0
19/07/2021,CAL,0.7,0,0,0
19/07/2021,CLYD,0.03,0,0,0
19/07/2021,CMLT,0.11,0,0,0
19/07/2021,CPC,0.03,0,0,0
19/07/2021,DASP,0.4,0,0,0
19/07/2021,EGH,7,0,0,0
19/07/2021,EGL,1.8,0,0,0
19/07/2021,ETI,0.06,0,0,0
19/07/2021,FML,1.35,0,0,0
19/07/2021,GCB,5.4,0,410,2214
19/07/2021,GGBL,1.29,0,0,0
19/07/2021,GOIL,1.55,0,0,0
19/07/2021,GSR,9.5,0,0,0
19/07/2021,MAC,5.98,0,0,0
19/07/2021,MTNGH,1.2,0,5591402,6709682.4
19/07/2021,PBC,0.03,0,0,0
19/07/2021,RBGH,0.45,0,180,81
19/07/2021,SCB,18.6,0,0,0
19/07/2021,SIC,0.07,0,0,0
19/07/2021,SOGEGH,0.95,0,1500,1425
19/07/2021,SWL,0.05,0,0,0
19/07/2021,TBL,0.34,0,0,0
19/07/2021,TOTAL,3.65,0,0,0
19/07/2021,TLW,11.92,0,0,0
19/07/2021,UNIL,2,-0.19,1066730,2132796.86
19/07/2021,AADS,0.41,0,0,0
19/07/2021,SCB PREF,0.87,0,0,0
19/07/2021,GLD,97.3,0,0,0
19/07/2021,SAMBA,0.55,0,0,0
19/07/2021,MMH,0.11,0,0,0
19/07/2021,HORDS,0.1,0,0,0
19/07/2021,IIL,0.05,0,0,0
19/07/2021,DIGICUT,0.09,0,0,0
19/07/2021,POP,0.65,0,0,0
19/07/2021,TOTAL,,,6660222,8846199.26
21/07/2021,ACCESS,3.49,0,0,0
21/07/2021,ADB,5.06,0,0,0
21/07/2021,AGA,37,0,0,0
21/07/2021,ALW,0.1,0,0,0
21/07/2021,BOPP,2.4,0,0,0
21/07/2021,CAL,0.7,0,9781,6846.7
21/07/2021,CLYD,0.03,0,0,0
21/07/2021,CMLT,0.11,0,0,0
21/07/2021,CPC,0.03,0,0,0
21/07/2021,DASP,0.4,0,0,0
21/07/2021,EGH,7,0,160,1120
21/07/2021,EGL,1.8,0,500,900
21/07/2021,ETI,0.06,0,0,0
21/07/2021,FML,1.35,0,210,285.6
21/07/2021,GCB,5.4,0,1491,8051.4
21/07/2021,GGBL,1.29,0,686,884.94
21/07/2021,GOIL,1.55,0,314,486.7
21/07/2021,GSR,9.5,0,0,0
21/07/2021,MAC,5.98,0,0,0
21/07/2021,MTNGH,1.18,-0.02,64606,76427.2
21/07/2021,PBC,0.03,0,0,0
21/07/2021,RBGH,0.45,0,25,11.25
21/07/2021,SCB,18.6,0,19487,362458.2
21/07/2021,SIC,0.07,0,0,0
21/07/2021,SOGEGH,0.95,0,4101,3895.95
21/07/2021,SWL,0.05,0,0,0
21/07/2021,TBL,0.34,0,0,0
21/07/2021,TOTAL,3.65,0,183,667.95
21/07/2021,TLW,11.92,0,0,0
21/07/2021,UNIL,2,0,0,0
21/07/2021,AADS,0.41,0,0,0
21/07/2021,SCB PREF,0.87,0,0,0
21/07/2021,GLD,97.3,0,0,0
21/07/2021,SAMBA,0.55,0,0,0
21/07/2021,MMH,0.11,0,0,0
21/07/2021,HORDS,0.1,0,0,0
21/07/2021,IIL,0.05,0,0,0
21/07/2021,DIGICUT,0.09,0,0,0
21/07/2021,POP,0.65,0,0,0
21/07/2021,TOTAL,,,101544,462035.89
22/07/2021,ACCESS,3.49,0,3506,12235.94
22/07/2021,ADB,5.06,0,0,0
22/07/2021,AGA,37,0,0,0
22/07/2021,ALW,0.1,0,0,0
22/07/2021,BOPP,2.4,0,0,0
22/07/2021,CAL,0.7,0,2553,1787.1
22/07/2021,CLYD,0.03,0,0,0
22/07/2021,CMLT,0.11,0,0,0
22/07/2021,CPC,0.03,0,0,0
22/07/2021,DASP,0.4,0,0,0
22/07/2021,EGH,7,0,340,2380
22/07/2021,EGL,1.8,0,0,0
22/07/2021,ETI,0.06,0,22591,1355.46
22/07/2021,FML,1.35,0,0,0
22/07/2021,GCB,5.4,0,0,0
22/07/2021,GGBL,1.29,0,10,12.9
22/07/2021,GOIL,1.55,0,160,248
22/07/2021,GSR,9.5,0,0,0
22/07/2021,MAC,5.98,0,0,0
22/07/2021,MTNGH,1.18,0,15030,17735.4
22/07/2021,PBC,0.03,0,0,0
22/07/2021,RBGH,0.45,0,0,0
22/07/2021,SCB,18.6,0,60,1116
22/07/2021,SIC,0.07,0,578,40.46
22/07/2021,SOGEGH,0.95,0,0,0
22/07/2021,SWL,0.05,0,0,0
22/07/2021,TBL,0.34,0,0,0
22/07/2021,TOTAL,3.65,0,0,0
22/07/2021,TLW,11.92,0,0,0
22/07/2021,UNIL,2,0,0,0
22/07/2021,AADS,0.41,0,0,0
22/07/2021,SCB PREF,0.87,0,0,0
22/07/2021,GLD,97.3,0,0,0
22/07/2021,SAMBA,0.55,0,0,0
22/07/2021,MMH,0.11,0,0,0
22/07/2021,HORDS,0.1,0,0,0
22/07/2021,IIL,0.05,0,0,0
22/07/2021,DIGICUT,0.09,0,0,0
22/07/2021,POP,0.65,0,0,0
22/07/2021,TOTAL,,,44828,36911.26
23/07/2021,ACCESS,3.49,0,0,0
23/07/2021,ADB,5.06,0,0,0
23/07/2021,AGA,37,0,0,0
23/07/2021,ALW,0.1,0,0,0
23/07/2021,BOPP,2.4,0,0,0
23/07/2021,CAL,0.7,0,0,0
23/07/2021,CLYD,0.03,0,0,0
23/07/2021,CMLT,0.11,0,0,0
23/07/2021,CPC,0.03,0,0,0
23/07/2021,DASP,0.4,0,0,0
23/07/2021,EGH,7,0,16695,116865
23/07/2021,EGL,1.8,0,0,0
23/07/2021,ETI,0.06,0,0,0
23/07/2021,FML,1.37,0.02,46733,63912.18
23/07/2021,GCB,5.4,0,3212,17344.8
23/07/2021,GGBL,1.41,0.12,42309,59498.61
23/07/2021,GOIL,1.55,0,500,775
23/07/2021,GSR,9.5,0,0,0
23/07/2021,MAC,5.98,0,0,0
23/07/2021,MTNGH,1.2,0.02,1507854,1809404.8
23/07/2021,PBC,0.03,0,0,0
23/07/2021,RBGH,0.45,0,500,225
23/07/2021,SCB,18.6,0,950,17670
23/07/2021,SIC,0.07,0,0,0
23/07/2021,SOGEGH,0.95,0,1133,1076.35
23/07/2021,SWL,0.05,0,0,0
23/07/2021,TBL,0.34,0,0,0
23/07/2021,TOTAL,3.65,0,3805,13888.25
23/07/2021,TLW,11.92,0,0,0
23/07/2021,UNIL,2,0,45,90
23/07/2021,AADS,0.41,0,0,0
23/07/2021,SCB PREF,0.87,0,0,0
23/07/2021,GLD,97.3,0,0,0
23/07/2021,SAMBA,0.55,0,0,0
23/07/2021,MMH,0.11,0,0,0
23/07/2021,HORDS,0.1,0,0,0
23/07/2021,IIL,0.05,0,0,0
23/07/2021,DIGICUT,0.09,0,0,0
23/07/2021,POP,0.65,0,0,0
23/07/2021,TOTAL,,,1623736,2100749.99
26/07/2021,ACCESS,3.49,0,71,247.79
26/07/2021,ADB,5.06,0,0,0
26/07/2021,AGA,37,0,0,0
26/07/2021,ALW,0.1,0,0,0
26/07/2021,BOPP,2.4,0,0,0
26/07/2021,CAL,0.7,0,1862,1303.4
26/07/2021,CLYD,0.03,0,0,0
26/07/2021,CMLT,0.11,0,0,0
26/07/2021,CPC,0.03,0,2000,60
26/07/2021,DASP,0.4,0,0,0
26/07/2021,EGH,7,0,700,4900
26/07/2021,EGL,1.8,0,0,0
26/07/2021,ETI,0.06,0,0,0
26/07/2021,FML,1.37,0,0,0
26/07/2021,GCB,5.4,0,1500,8100
26/07/2021,GGBL,1.41,0,46,64.86
26/07/2021,GOIL,1.55,0,0,0
26/07/2021,GSR,9.5,0,0,0
26/07/2021,MAC,5.98,0,0,0
26/07/2021,MTNGH,1.2,0,10620,12744
26/07/2021,PBC,0.03,0,0,0
26/07/2021,RBGH,0.45,0,0,0
26/07/2021,SCB,18.6,0,1250,23250
26/07/2021,SIC,0.07,0,0,0
26/07/2021,SOGEGH,0.95,0,0,0
26/07/2021,SWL,0.05,0,0,0
26/07/2021,TBL,0.34,0,0,0
26/07/2021,TOTAL,3.65,0,0,0
26/07/2021,TLW,11.92,0,0,0
26/07/2021,UNIL,2,0,0,0
26/07/2021,AADS,0.41,0,0,0
26/07/2021,SCB PREF,0.87,0,0,0
26/07/2021,GLD,97.3,0,0,0
26/07/2021,SAMBA,0.55,0,0,0
26/07/2021,MMH,0.11,0,0,0
26/07/2021,HORDS,0.1,0,0,0
26/07/2021,IIL,0.05,0,0,0
26/07/2021,DIGICUT,0.09,0,0,0
26/07/2021,POP,0.65,0,0,0
26/07/2021,TOTAL,,,18049,50670.05
27/07/2021,ACCESS,3.49,0,0,0
27/07/2021,ADB,5.06,0,0,0
27/07/2021,AGA,37,0,0,0
27/07/2021,ALW,0.1,0,0,0
27/07/2021,BOPP,2.4,0,0,0
27/07/2021,CAL,0.7,0,1929,1350.3
27/07/2021,CLYD,0.03,0,0,0
27/07/2021,CMLT,0.11,0,0,0
27/07/2021,CPC,0.03,0,0,0
27/07/2021,DASP,0.4,0,0,0
27/07/2021,EGH,7,0,250,1750
27/07/2021,EGL,1.8,0,0,0
27/07/2021,ETI,0.06,0,0,0
27/07/2021,FML,1.4,0.03,15403,21434.95
27/07/2021,GCB,5.4,0,731,3947.4
27/07/2021,GGBL,1.5,0.09,152644,228966
27/07/2021,GOIL,1.55,0,0,0
27/07/2021,GSR,9.5,0,0,0
27/07/2021,MAC,5.98,0,0,0
27/07/2021,MTNGH,1.25,0.05,1517170,1896462.5
27/07/2021,PBC,0.03,0,0,0
27/07/2021,RBGH,0.45,0,0,0
27/07/2021,SCB,18.6,0,0,0
27/07/2021,SIC,0.07,0,0,0
27/07/2021,SOGEGH,0.95,0,13300,12635
27/07/2021,SWL,0.05,0,0,0
27/07/2021,TBL,0.34,0,0,0
27/07/2021,TOTAL,3.65,0,0,0
27/07/2021,TLW,11.92,0,0,0
27/07/2021,UNIL,2,0,0,0
27/07/2021,AADS,0.41,0,0,0
27/07/2021,SCB PREF,0.87,0,0,0
27/07/2021,GLD,97.3,0,0,0
27/07/2021,SAMBA,0.55,0,0,0
27/07/2021,MMH,0.11,0,0,0
27/07/2021,HORDS,0.1,0,0,0
27/07/2021,IIL,0.05,0,0,0
27/07/2021,DIGICUT,0.09,0,0,0
27/07/2021,POP,0.65,0,0,0
27/07/2021,TOTAL,,,1701427,2166546.15
28/07/2021,ACCESS,3.49,0,236,823.64
28/07/2021,ADB,5.06,0,0,0
28/07/2021,AGA,37,0,0,0
28/07/2021,ALW,0.1,0,0,0
28/07/2021,BOPP,2.4,0,0,0
28/07/2021,CAL,0.7,0,2500,1750
28/07/2021,CLYD,0.03,0,0,0
28/07/2021,CMLT,0.11,0,0,0
28/07/2021,CPC,0.03,0,0,0
28/07/2021,DASP,0.4,0,0,0
28/07/2021,EGH,7,0,0,0
28/07/2021,EGL,1.8,0,0,0
28/07/2021,ETI,0.06,0,0,0
28/07/2021,FML,1.4,0,0,0
28/07/2021,GCB,5.39,-0.01,810407,4370102.73
28/07/2021,GGBL,1.5,0,1185,1777.5
28/07/2021,GOIL,1.55,0,3294,5105.7
28/07/2021,GSR,9.5,0,0,0
28/07/2021,MAC,5.98,0,0,0
28/07/2021,MTNGH,1.25,0,3550499,4438123.75
28/07/2021,PBC,0.03,0,0,0
28/07/2021,RBGH,0.45,0,0,0
28/07/2021,SCB,18.6,0,0,0
28/07/2021,SIC,0.07,0,324,22.68
28/07/2021,SOGEGH,0.95,0,9228,8766.6
28/07/2021,SWL,0.05,0,0,0
28/07/2021,TBL,0.34,0,0,0
28/07/2021,TOTAL,3.65,0,0,0
28/07/2021,TLW,11.92,0,0,0
28/07/2021,UNIL,2,0,1492,2984
28/07/2021,AADS,0.41,0,0,0
28/07/2021,SCB PREF,0.87,0,0,0
28/07/2021,GLD,97.3,0,0,0
28/07/2021,SAMBA,0.55,0,0,0
28/07/2021,MMH,0.11,0,0,0
28/07/2021,HORDS,0.1,0,0,0
28/07/2021,IIL,0.05,0,0,0
28/07/2021,DIGICUT,0.09,0,0,0
28/07/2021,POP,0.65,0,0,0
28/07/2021,TOTAL,,,4379165,8829456.6
29/07/2021,ACCESS,3.49,0,0,0
29/07/2021,ADB,5.06,0,0,0
29/07/2021,AGA,37,0,0,0
29/07/2021,ALW,0.1,0,0,0
29/07/2021,BOPP,2.4,0,0,0
29/07/2021,CAL,0.7,0,1518,1062.6
29/07/2021,CLYD,0.03,0,0,0
29/07/2021,CMLT,0.11,0,0,0
29/07/2021,CPC,0.03,0,1620,48.6
29/07/2021,DASP,0.4,0,0,0
29/07/2021,EGH,7,0,439,3073
29/07/2021,EGL,1.8,0,0,0
29/07/2021,ETI,0.06,0,0,0
29/07/2021,FML,1.4,0,0,0
29/07/2021,GCB,5.39,0,0,0
29/07/2021,GGBL,1.5,0,0,0
29/07/2021,GOIL,1.55,0,0,0
29/07/2021,GSR,9.5,0,0,0
29/07/2021,MAC,5.98,0,0,0
29/07/2021,MTNGH,1.25,0,74489,93111.25
29/07/2021,PBC,0.03,0,0,0
29/07/2021,RBGH,0.45,0,0,0
29/07/2021,SCB,18.6,0,36,669.6
29/07/2021,SIC,0.07,0,0,0
29/07/2021,SOGEGH,0.95,0,0,0
29/07/2021,SWL,0.05,0,0,0
29/07/2021,TBL,0.34,0,0,0
29/07/2021,TOTAL,3.65,0,0,0
29/07/2021,TLW,11.92,0,0,0
29/07/2021,UNIL,2,0,181,362
29/07/2021,AADS,0.41,0,0,0
29/07/2021,SCB PREF,0.87,0,0,0
29/07/2021,GLD,97.3,0,0,0
29/07/2021,SAMBA,0.55,0,0,0
29/07/2021,MMH,0.11,0,0,0
29/07/2021,HORDS,0.1,0,0,0
29/07/2021,IIL,0.05,0,0,0
29/07/2021,DIGICUT,0.09,0,0,0
29/07/2021,POP,0.65,0,0,0
29/07/2021,TOTAL,,,78283,98327.05
30/07/2021,ACCESS,3.49,0,10000,34900
30/07/2021,ADB,5.06,0,0,0
30/07/2021,AGA,37,0,0,0
30/07/2021,ALW,0.1,0,0,0
30/07/2021,BOPP,2.4,0,0,0
30/07/2021,CAL,0.7,0,0,0
30/07/2021,CLYD,0.03,0,0,0
30/07/2021,CMLT,0.11,0,0,0
30/07/2021,CPC,0.03,0,0,0
30/07/2021,DASP,0.4,0,0,0
30/07/2021,EGH,7,0,0,0
30/07/2021,EGL,1.8,0,0,0
30/07/2021,ETI,0.06,0,0,0
30/07/2021,FML,1.4,0,0,0
30/07/2021,GCB,5.39,0,0,0
30/07/2021,GGBL,1.5,0,0,0
30/07/2021,GOIL,1.55,0,0,0
30/07/2021,GSR,9.5,0,0,0
30/07/2021,MAC,5.98,0,0,0
30/07/2021,MTNGH,1.25,0,747488,934360
30/07/2021,PBC,0.03,0,0,0
30/07/2021,RBGH,0.45,0,0,0
30/07/2021,SCB,18.6,0,0,0
30/07/2021,SIC,0.07,0,0,0
30/07/2021,SOGEGH,0.95,0,0,0
30/07/2021,SWL,0.05,0,0,0
30/07/2021,TBL,0.34,0,0,0
30/07/2021,TOTAL,4,0.35,15000,60000
30/07/2021,TLW,11.92,0,0,0
30/07/2021,UNIL,2.2,0.2,17017,37437.4
30/07/2021,AADS,0.41,0,0,0
30/07/2021,SCB PREF,0.87,0,0,0
30/07/2021,GLD,97.3,0,0,0
30/07/2021,SAMBA,0.55,0,0,0
30/07/2021,MMH,0.11,0,0,0
30/07/2021,HORDS,0.1,0,0,0
30/07/2021,IIL,0.05,0,0,0
30/07/2021,DIGICUT,0.09,0,0,0
30/07/2021,POP,0.65,0,0,0
30/07/2021,TOTAL,,,789505,1066697.4
02/08/2021,ACCESS,3.49,0,0,0
02/08/2021,ADB,5.06,0,0,0
02/08/2021,AGA,37,0,0,0
02/08/2021,ALW,0.1,0,0,0
02/08/2021,BOPP,2.4,0,0,0
02/08/2021,CAL,0.7,0,2021324,1414926.8
02/08/2021,CLYD,0.03,0,0,0
02/08/2021,CMLT,0.11,0,0,0
02/08/2021,CPC,0.03,0,0,0
02/08/2021,DASPHARMA,0.4,0,0,0
02/08/2021,EGH,7,0,32,224
02/08/2021,EGL,1.8,0,0,0
02/08/2021,ETI,0.06,0,0,0
02/08/2021,FML,1.4,0,0,0
02/08/2021,GCB,5.39,0,0,0
02/08/2021,GGBL,1.5,0,0,0
02/08/2021,GOIL,1.55,0,543,841.65
02/08/2021,GSR,9.5,0,0,0
02/08/2021,MAC,5.98,0,0,0
02/08/2021,MLC,1.26,0.01,140941,177533.86
02/08/2021,MTNGH,0.03,0,0,0
02/08/2021,PBC,0.45,0,0,0
02/08/2021,RBGH,18.6,0,126,2343.6
02/08/2021,SCB,0.07,0,0,0
02/08/2021,SIC,0.95,0,1418,1347.1
02/08/2021,SOGEGH,0.05,0,0,0
02/08/2021,SWL,0.34,0,0,0
02/08/2021,TBL,4,0,0,0
02/08/2021,TOTAL,11.92,0,0,0
02/08/2021,TLW,2.2,0,0,0
02/08/2021,UNIL,0.41,0,0,0
02/08/2021,AADS,0.87,0,0,0
02/08/2021,SCB PREF,97.3,0,0,0
02/08/2021,GLD,0.55,0,0,0
02/08/2021,SAMBA,0.11,0,0,0
02/08/2021,MMH,0.1,0,0,0
02/08/2021,HORDS,0.05,0,0,0
02/08/2021,IIL,0.09,0,0,0
02/08/2021,DIGICUT,0.65,0,0,0
02/08/2021,TOTAL,,,2164384,1597217.01
03/08/2021,ACCESS,3.49,0,0,0
03/08/2021,ADB,5.06,0,0,0
03/08/2021,AGA,37,0,0,0
03/08/2021,ALW,0.1,0,0,0
03/08/2021,BOPP,2.4,0,0,0
03/08/2021,CAL,0.7,0,11858,8300.6
03/08/2021,CLYD,0.03,0,0,0
03/08/2021,CMLT,0.11,0,0,0
03/08/2021,CPC,0.02,-0.01,28304,566.08
03/08/2021,DASPHARMA,0.4,0,0,0
03/08/2021,EGH,7,0,0,0
03/08/2021,EGL,1.8,0,900,1620
03/08/2021,ETI,0.06,0,0,0
03/08/2021,FML,1.4,0,0,0
03/08/2021,GCB,5.39,0,10600,57134
03/08/2021,GGBL,1.5,0,0,0
03/08/2021,GOIL,1.55,0,0,0
03/08/2021,GSR,9.5,0,0,0
